Time[Hrs],MTL-FL-2W_DS[mCD],MTL-FL-2W_US[mCD],MTL-FL-2W_Area[km2],MTL-FL-2W_power[MW],MTL-FL-2W_turbQ[m3/s],MTL-FL-2W_SlQ[m3/s],MTL-FL-2W_Mode[-],energy[MWh],value[Currency]
259.525,2.573,2.60709,58.5884,0,-284.835,0,4,42530.1,42530.1
259.583,2.55433,2.60811,58.5934,0,-449.336,0,4,42530.1,42530.1
259.642,2.53567,2.60972,58.6013,0,-618.761,0,4,42530.1,42530.1
259.7,2.517,2.61194,58.6123,0,-793.257,0,4,42530.1,42530.1
259.758,2.497,2.61478,58.6263,0,-984.113,0,4,42530.1,42530.1
259.817,2.469,2.6183,58.6436,0,-1247.52,0,4,42530.1,42530.1
259.875,2.441,2.62277,58.6656,0,-1518.79,0,4,42530.1,42530.1
259.933,2.413,2.62821,58.6924,0,-1798.17,0,4,42530.1,42530.1
259.992,2.385,2.63464,58.7241,0,-2085.86,0,4,42530.1,42530.1
260.05,2.347,2.64209,58.7608,0,-2465.68,0,4,42530.1,42530.1
260.108,2.30733,2.6509,58.8042,0,-2870.72,0,4,42530.1,42530.1
260.167,2.26767,2.66115,58.8547,0,-3287.78,0,4,42530.1,42530.1
260.225,2.228,2.67288,58.9125,0,-3717.19,0,4,42530.1,42530.1
260.283,2.18673,2.68612,58.9777,0,-4172.65,0,4,42530.1,42530.1
260.342,2.14427,2.70097,59.0509,0,-4651.54,0,4,42530.1,42530.1
260.4,2.1018,2.7175,59.1323,0,-5144.5,0,4,42530.1,42530.1
260.458,2.05933,2.73575,59.2223,0,-5651.87,0,4,42530.1,42530.1
260.517,2.01433,2.75578,59.3209,0,-6195.19,0,4,42530.1,42530.1
260.575,1.963,2.77769,59.4289,0,-6807.19,0,4,42530.1,42530.1
260.633,1.91167,2.80172,59.5473,0,-7436.89,0,4,42530.1,42530.1
260.692,1.86033,2.82792,59.6764,0,-8084.72,0,4,42530.1,42530.1
260.75,1.809,2.85634,59.8164,-3.51196,-8664.11,0,4,42529.9,42529.9
260.808,1.75183,2.88672,59.966,-14.6389,-9224.45,0,4,42529,42529
260.867,1.69467,2.91898,60.125,-33.2229,-9773.69,0,4,42527.1,42527.1
260.925,1.6375,2.95307,60.2929,0,0,0,2,42527.1,42527.1
260.983,1.58033,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.042,1.523,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.1,1.4656,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.158,1.4082,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.217,1.3508,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.275,1.2896,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.333,1.22333,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.392,1.15707,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.45,1.0908,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.508,1.0254,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.567,0.9652,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.625,0.905,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.683,0.8448,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.742,0.7846,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.8,0.7228,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.858,0.660733,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.917,0.598667,2.95307,60.2929,0,0,0,2,42527.1,42527.1
261.975,0.5366,2.95307,60.2929,0,0,0,2,42527.1,42527.1
262.033,0.4756,2.95307,60.2929,0,0,0,2,42527.1,42527.1
262.092,0.4154,2.95307,60.2929,0,0,0,3,42527.1,42527.1
262.15,0.3552,2.95307,60.2929,44.5955,2687.86,0,3,42529.7,42529.7
262.208,0.295,2.9437,60.2468,161.099,9469.57,0,3,42539.1,42539.1
262.267,0.234533,2.91065,60.084,291.032,16885.3,0,3,42556,42556
262.325,0.1734,2.85149,59.7925,363.066,21045.1,0,3,42577.2,42577.2
262.383,0.112267,2.77735,59.4272,363.86,21221.1,0,3,42598.4,42598.4
262.442,0.0511333,2.70212,59.0566,360.375,21159.9,0,3,42619.5,42619.5
262.5,-0.01,2.62664,58.6847,356.827,21097.5,0,3,42640.3,42640.3
262.558,-0.0711333,2.55091,58.3116,353.216,21034,0,3,42660.9,42660.9
262.617,-0.132267,2.47491,57.9372,349.54,20969.5,0,3,42681.3,42681.3
262.675,-0.1934,2.39866,57.5615,345.819,20903.8,0,3,42701.4,42701.4
262.733,-0.254533,2.32215,57.1845,342.052,20836.9,0,3,42721.4,42721.4
262.792,-0.315167,2.24537,56.8063,338.098,20766.8,0,3,42741.1,42741.1
262.85,-0.3756,2.16834,56.4268,334.032,20694.7,0,3,42760.6,42760.6
262.908,-0.436033,2.09106,56.046,329.906,20621.5,0,3,42779.8,42779.8
262.967,-0.496467,2.01348,55.5919,325.705,20546.9,0,3,42798.8,42798.8
263.025,-0.5543,1.93553,55.1087,320.799,20459.5,0,3,42817.6,42817.6
263.083,-0.608667,1.85722,54.6233,314.988,20355.5,0,3,42835.9,42835.9
263.142,-0.663033,1.77861,54.136,309.105,20250.1,0,3,42854,42854
263.2,-0.7174,1.6997,53.6469,303.149,20143.5,0,3,42871.6,42871.6
263.258,-0.771533,1.62049,53.1559,297.081,20031.3,0,3,42889,42889
263.317,-0.824267,1.54098,52.663,290.648,19904.4,0,3,42905.9,42905.9
263.375,-0.877,1.46124,52.1687,284.156,19776.3,0,3,42922.5,42922.5
263.433,-0.929733,1.38125,51.6729,277.607,19647.1,0,3,42938.7,42938.7
263.492,-0.982467,1.30102,51.1756,271.039,19516.8,0,3,42954.5,42954.5
263.55,-1.0322,1.22054,50.6767,263.725,19371,0,3,42969.9,42969.9
263.608,-1.08143,1.13987,50.1767,256.247,19222,0,3,42984.8,42984.8
263.667,-1.13067,1.05901,49.671,248.752,19068,0,3,42999.4,42999.4
263.725,-1.1799,0.977961,49.136,241.263,18904.6,0,3,43013.4,43013.4
263.783,-1.22927,0.896722,48.5997,233.763,18740.9,0,3,43027.1,43027.1
263.842,-1.27873,0.815292,48.0621,226.256,18576.7,0,3,43040.3,43040.3
263.9,-1.3282,0.733666,47.5232,218.77,18411.6,0,3,43053,43053
263.958,-1.37767,0.651843,46.9831,211.238,18245.4,0,3,43065.3,43065.3
264.017,-1.4262,0.569819,46.4416,203.453,18071.8,0,3,43077.2,43077.2
264.075,-1.4724,0.487621,45.8989,195.168,17872.7,0,3,43088.6,43088.6
264.133,-1.5186,0.405362,45.3559,186.868,17673.3,0,3,43099.5,43099.5
264.192,-1.5648,0.323041,44.8124,178.588,17468.7,0,3,43109.9,43109.9
264.25,-1.611,0.240679,44.2687,170.363,17254.4,0,3,43119.9,43119.9
264.308,-1.6509,0.158323,43.725,160.707,17002.8,0,3,43129.2,43129.2
264.367,-1.6908,0.076153,43.1826,151.183,16752.3,0,3,43138.1,43138.1
264.425,-1.7307,-0.0059888,42.4738,141.691,16502,0,3,43146.3,43146.3
264.483,-1.7706,-0.0882793,41.7502,132.215,16243.8,0,3,43154,43154
264.542,-1.80767,-0.1707,41.0255,122.151,15957.1,0,3,43161.2,43161.2
264.6,-1.8436,-0.253108,40.3009,111.865,15659.6,0,3,43167.7,43167.7
264.658,-1.87953,-0.335447,39.577,101.699,15347.9,0,3,43173.6,43173.6
264.717,-1.91547,-0.417635,38.8543,91.5729,15036.4,0,3,43179,43179
264.775,-1.9501,-0.499665,38.133,81.3305,14699.4,0,3,43183.7,43183.7
264.833,-1.983,-0.581385,37.4145,70.7805,14352.2,0,3,43187.8,43187.8
264.892,-2.0159,-0.662719,36.6994,60.4547,14007.8,0,3,43191.4,43191.4
264.95,-2.0488,-0.743659,35.9877,50.2176,13666.2,0,3,43194.3,43194.3
265.008,-2.0811,-0.824198,35.2795,40.0691,13289.1,0,3,43196.6,43196.6
265.067,-2.1098,-0.904096,34.577,29.3147,12884.6,0,3,43198.3,43198.3
265.125,-2.1385,-0.983249,33.7907,18.8546,12468.3,0,3,43199.4,43199.4
265.183,-2.1672,-1.06169,32.9678,8.55941,12055.6,0,3,43199.9,43199.9
265.242,-2.1959,-1.13945,32.1522,4.18853,11631.4,0,3,43200.2,43200.2
265.3,-2.2194,-1.21638,31.3452,0.224028,11167,0,3,43200.2,43200.2
265.358,-2.24203,-1.29216,30.5504,0,10848.2,0,1,43200.2,43200.2
265.417,-2.26467,-1.3677,29.7579,0,10541.7,32579.2,1,43200.2,43200.2
265.475,-2.2873,-1.69035,26.3734,0,8599.84,92658.2,1,43200.2,43200.2
265.533,-2.30473,-2.30473,20.6933,0,0,0,4,43200.2,43200.2
265.592,-2.31827,-2.30473,20.6933,0,14.5224,0,4,43200.2,43200.2
265.65,-2.3318,-2.30488,20.6921,0,100.707,0,4,43200.2,43200.2
265.708,-2.34533,-2.3059,20.6834,0,261.558,0,4,43200.2,43200.2
265.767,-2.35613,-2.30856,20.661,0,393.159,0,4,43200.2,43200.2
265.825,-2.3601,-2.31256,20.6272,0,397.228,0,4,43200.2,43200.2
265.883,-2.36407,-2.31661,20.593,0,396.553,0,4,43200.2,43200.2
265.942,-2.36803,-2.32065,20.5588,0,395.88,0,4,43200.2,43200.2
266,-2.372,-2.3247,20.5246,0,395.207,0,4,43200.2,43200.2
266.058,-2.3692,-2.32875,20.4904,0,337.997,0,4,43200.2,43200.2
266.117,-2.3664,-2.33221,20.4611,0,285.637,0,4,43200.2,43200.2
266.175,-2.3636,-2.33515,20.4363,0,237.731,0,4,43200.2,43200.2
266.233,-2.3608,-2.33759,20.4157,0,193.914,0,4,43200.2,43200.2
266.292,-2.34967,-2.33959,20.3988,0,84.2158,0,4,43200.2,43200.2
266.35,-2.3352,-2.3352,20.4359,0,0,0,4,43200.2,43200.2
266.408,-2.32073,-2.3352,20.4359,0,120.877,0,4,43200.2,43200.2
266.467,-2.30627,-2.33644,20.4254,0,252.135,0,4,43200.2,43200.2
266.525,-2.2885,-2.33904,20.4035,0,422.257,0,4,43200.2,43200.2
266.583,-2.26633,-2.34339,20.3667,0,643.818,0,4,43200.2,43200.2
266.642,-2.24417,-2.35003,20.3106,0,884.577,0,4,43200.2,43200.2
266.7,-2.222,-2.3592,20.2331,0,1146.36,0,4,43200.2,43200.2
266.758,-2.19767,-2.37113,20.1323,0,1449.34,0,4,43200.2,43200.2
266.817,-2.16033,-2.38629,20.0042,0,1888,0,4,43200.2,43200.2
266.875,-2.123,-2.40619,19.836,0,2366.25,0,4,43200.2,43200.2
266.933,-2.08567,-2.43138,19.6232,0,2888.64,0,4,43200.2,43200.2
266.992,-2.04833,-2.4625,19.3602,0,3460.61,0,4,43200.2,43200.2
267.05,-2.005,-2.50035,19.0404,0,4138.94,0,4,43200.2,43200.2
267.108,-1.96067,-2.54647,18.6507,0,4894.74,0,4,43200.2,43200.2
267.167,-1.91633,-2.60229,18.1791,0,5731.57,0,4,43200.2,43200.2
267.225,-1.872,-2.66955,17.6108,0,6664,0,4,43200.2,43200.2
267.283,-1.82273,-2.75059,16.926,0,7752.79,0,4,43200.2,43200.2
267.342,-1.76977,-2.84921,16.0927,-5.89409,8873.41,0,4,43199.8,43199.8
267.4,-1.7168,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.458,-1.66383,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.517,-1.60773,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.575,-1.5438,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.633,-1.47987,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.692,-1.41593,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.75,-1.352,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.808,-1.27757,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.867,-1.20313,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.925,-1.1287,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
267.983,-1.05427,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.042,-0.975167,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.1,-0.8942,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.158,-0.813233,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.217,-0.732267,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.275,-0.6503,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.333,-0.567,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.392,-0.4837,-2.96859,15.1254,0,0,0,2,43199.8,43199.8
268.45,-0.4004,-2.96859,15.1254,0,0,0,3,43199.8,43199.8
268.508,-0.3165,-2.96859,15.1254,46.3171,-2718.12,0,3,43202.5,43202.5
268.567,-0.229,-2.93119,15.4013,167.025,-9573.65,0,3,43212.3,43212.3
268.625,-0.1415,-2.80502,16.4661,288.558,-16841.9,0,3,43229.1,43229.1
268.683,-0.054,-2.60091,18.1907,331.102,-20481.3,0,3,43248.4,43248.4
268.742,0.0335,-2.3762,20.0895,301.352,-20111.3,0,3,43266,43266
268.8,0.1206,-2.17452,21.7935,273.807,-19571.9,0,3,43282,43282
268.858,0.207633,-1.99236,23.3327,251.179,-19121,0,3,43296.6,43296.6
268.917,0.294667,-1.82603,24.9502,232.518,-18713.7,0,3,43310.2,43310.2
268.975,0.3817,-1.67342,26.5511,217.2,-18376.9,0,3,43322.9,43322.9
269.033,0.467133,-1.53202,28.0343,204.175,-18089.2,0,3,43334.8,43334.8
269.092,0.551367,-1.39979,29.4213,193.128,-17823.7,0,3,43346,43346
269.15,0.6356,-1.27533,30.7268,183.869,-17601.2,0,3,43356.8,43356.8
269.208,0.719833,-1.15741,31.9638,176.178,-17405.9,0,3,43367,43367
269.267,0.801733,-1.04513,33.1416,169.267,-17225.8,0,3,43376.9,43376.9
269.325,0.8778,-0.937798,34.2674,162.157,-17040.6,0,3,43386.4,43386.4
269.383,0.953867,-0.834751,35.1867,156.052,-16880.7,0,3,43395.5,43395.5
269.442,1.02993,-0.735241,36.0617,150.784,-16741.8,0,3,43404.3,43404.3
269.5,1.106,-0.63888,36.909,146.223,-16621.5,0,3,43412.8,43412.8
269.558,1.17297,-0.545351,37.7313,140.254,-16464.1,0,3,43421,43421
269.617,1.23993,-0.454675,38.5286,134.942,-16321.5,0,3,43428.9,43428.9
269.675,1.3069,-0.3666,39.303,130.258,-16188.1,0,3,43436.5,43436.5
269.733,1.37387,-0.280927,40.0563,126.107,-16069.8,0,3,43443.8,43443.8
269.792,1.44317,-0.197444,40.7904,122.959,-15980.2,0,3,43451,43451
269.85,1.5134,-0.115891,41.5075,120.447,-15908.6,0,3,43458,43458
269.908,1.58363,-0.0360784,42.2092,118.322,-15848.1,0,3,43464.9,43464.9
269.967,1.65387,0.042132,42.8969,116.552,-15797.6,0,3,43471.7,43471.7
270.025,1.7196,0.11896,43.4652,114.09,-15727.5,0,3,43478.4,43478.4
270.083,1.77933,0.194513,43.9639,110.622,-15621.5,0,3,43484.8,43484.8
270.142,1.83907,0.268718,44.4538,107.452,-15524.3,0,3,43491.1,43491.1
270.2,1.8988,0.34166,44.9353,104.559,-15435.6,0,3,43497.2,43497.2
270.258,1.9573,0.413418,45.4091,101.654,-15346.6,0,3,43503.1,43503.1
270.317,2.0084,0.484028,45.8752,97.3805,-15215.5,0,3,43508.8,43508.8
270.375,2.0595,0.553333,46.3327,93.3924,-15093.3,0,3,43514.3,43514.3
270.433,2.1106,0.621412,46.7822,89.705,-14975,0,3,43519.5,43519.5
270.492,2.1617,0.688317,47.2238,86.2895,-14862.6,0,3,43524.5,43524.5
270.55,2.2026,0.754107,47.6582,80.9108,-14685.6,0,3,43529.2,43529.2
270.608,2.2418,0.81853,48.0835,75.4602,-14506.2,0,3,43533.6,43533.6
270.667,2.281,0.881612,48.4999,70.3013,-14336.4,0,3,43537.7,43537.7
270.725,2.3202,0.943427,48.908,65.4821,-14175.6,0,3,43541.6,43541.6
270.783,2.35407,1.00405,49.3082,59.7813,-13985.3,0,3,43545,43545
270.842,2.38393,1.06337,49.6998,53.5034,-13775.8,0,3,43548.2,43548.2
270.9,2.4138,1.12137,50.062,47.532,-13569.8,0,3,43550.9,43550.9
270.958,2.44367,1.17809,50.4136,41.8907,-13357.6,0,3,43553.4,43553.4
271.017,2.47147,1.23355,50.7573,36.0821,-13139.1,0,3,43555.5,43555.5
271.075,2.4941,1.28773,51.0932,29.4552,-12889.9,0,3,43557.2,43557.2
271.133,2.51673,1.34054,51.4205,23.1899,-12642,0,3,43558.6,43558.6
271.192,2.53937,1.39201,51.7396,17.2215,-12402.8,0,3,43559.6,43559.6
271.25,2.562,1.4422,52.0507,11.5181,-12174.2,0,3,43560.2,43560.2
271.308,2.5788,1.49117,52.3543,6.50146,-11902.4,0,3,43560.6,43560.6
271.367,2.5956,1.53878,52.6494,4.21575,-11634.6,0,3,43560.9,43560.9
271.425,2.6124,1.58506,52.9362,2.02853,-11378.4,0,3,43561,43561
271.483,2.6292,1.63008,53.2153,0,-11125.8,-0,1,43561,43561
271.542,2.63883,1.67387,53.4868,0,-10934,-33791.6,1,43561,43561
271.6,2.6456,1.84772,54.5644,0,-9942.4,-107124,1,43561,43561
271.658,2.65237,2.28836,57.0181,0,-6715.47,-128295,1,43561,43561
271.717,2.65913,2.65913,58.8448,0,0,0,4,43561,43561
271.775,2.6619,2.65913,58.8448,0,-2.96887,0,4,43561,43561
271.833,2.65933,2.65914,58.8448,0,-0.708579,0,4,43561,43561
271.892,2.65677,2.65677,58.8331,0,0,0,4,43561,43561
271.95,2.6542,2.65677,58.8331,0,-21.2116,0,4,43561,43561
272.008,2.65083,2.65684,58.8335,0,-50.2089,0,4,43561,43561
272.067,2.64267,2.65702,58.8344,0,-119.943,0,4,43561,43561
272.125,2.6345,2.65745,58.8365,0,-191.758,0,4,43561,43561
272.183,2.62633,2.65813,58.8399,0,-265.713,0,4,43561,43561
272.242,2.61817,2.65908,58.8445,0,-341.874,0,4,43561,43561
272.3,2.6014,2.6603,58.8506,0,-492.162,0,4,43561,43561
272.358,2.5832,2.66206,58.8592,0,-658.906,0,4,43561,43561
272.417,2.565,2.66441,58.8708,0,-830.618,0,4,43561,43561
272.475,2.5468,2.66737,58.8854,0,-1007.44,0,4,43561,43561
272.533,2.52033,2.67096,58.9031,0,-1258.6,0,4,43561,43561
272.592,2.48767,2.67545,58.9252,0,-1569.04,0,4,43561,43561
272.65,2.455,2.68104,58.9527,0,-1888.7,0,4,43561,43561
272.708,2.42233,2.68777,58.9859,0,-2217.84,0,4,43561,43561
272.767,2.38887,2.69566,59.0248,0,-2563.43,0,4,43561,43561
272.825,2.3534,2.70478,59.0697,0,-2935.95,0,4,43561,43561
272.883,2.31793,2.71521,59.1211,0,-3319.47,0,4,43561,43561
272.942,2.28247,2.72699,59.1791,0,-3714.28,0,4,43561,43561
273,2.247,2.74017,59.244,0,-4120.69,0,4,43561,43561
273.058,2.20453,2.75477,59.316,0,-4597.5,0,4,43561,43561
273.117,2.16207,2.77103,59.3961,0,-5088.24,0,4,43561,43561
273.175,2.1196,2.78901,59.4847,0,-5593.28,0,4,43561,43561
273.233,2.07713,2.80874,59.5819,0,-6112.96,0,4,43561,43561
273.292,2.0295,2.83026,59.6879,0,-6690.83,0,4,43561,43561
273.35,1.9798,2.85378,59.8038,0,-7302.6,0,4,43561,43561
273.408,1.9301,2.8794,59.93,0,-7931.91,0,4,43561,43561
273.467,1.8804,2.90716,60.0668,-1.98541,-8529.99,0,4,43560.9,43560.9
273.525,1.8277,2.93695,60.2135,-9.33285,-9064.94,0,4,43560.3,43560.3
273.583,1.771,2.96852,60.3691,-27.6032,-9614.2,0,4,43558.7,43558.7
273.642,1.7143,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.7,1.6576,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.758,1.6004,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.817,1.5402,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.875,1.48,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.933,1.4198,3.00192,60.5336,0,0,0,2,43558.7,43558.7
273.992,1.3596,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.05,1.2978,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.108,1.23573,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.167,1.17367,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.225,1.1116,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.283,1.04953,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.342,0.987467,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.4,0.9254,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.458,0.863333,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.517,0.801733,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.575,0.7413,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.633,0.680867,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.692,0.620433,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.75,0.56,3.00192,60.5336,0,0,0,2,43558.7,43558.7
274.808,0.500267,3.00192,60.5336,0,0,0,3,43558.7,43558.7
274.867,0.440533,3.00192,60.5336,43.4477,2667.5,0,3,43561.2,43561.2
274.925,0.3808,2.99266,60.488,157.02,9397.89,0,3,43570.4,43570.4
274.983,0.321067,2.95999,60.3271,283.73,16757,0,3,43587,43587
275.042,0.262833,2.90152,60.039,353.428,20875.8,0,3,43607.6,43607.6
275.1,0.2052,2.82828,59.6782,353.473,21038.6,0,3,43628.2,43628.2
275.158,0.147567,2.75402,59.3123,349.361,20966.3,0,3,43648.6,43648.6
275.217,0.0899333,2.67956,58.9454,345.223,20893.2,0,3,43668.7,43668.7
275.275,0.0326,2.60489,58.5775,340.977,20817.9,0,3,43688.6,43688.6
275.333,-0.0243333,2.53002,58.2087,336.583,20739.9,0,3,43708.2,43708.2
275.392,-0.0812667,2.45496,57.8389,332.142,20661.1,0,3,43727.6,43727.6
275.45,-0.1382,2.3797,57.4681,327.653,20581.5,0,3,43746.7,43746.7
275.508,-0.194767,2.30425,57.0963,323.029,20499.4,0,3,43765.6,43765.6
275.567,-0.249133,2.22861,56.7237,317.865,20407,0,3,43784.1,43784.1
275.625,-0.3035,2.15281,56.3502,312.664,20313.8,0,3,43802.3,43802.3
275.683,-0.357867,2.07685,55.976,307.424,20220,0,3,43820.3,43820.3
275.742,-0.412233,2.00068,55.5125,302.132,20125.2,0,3,43837.9,43837.9
275.8,-0.4666,1.92422,55.0386,296.792,20025.6,0,3,43855.2,43855.2
275.858,-0.520967,1.84748,54.5629,291.416,19919.6,0,3,43872.2,43872.2
275.917,-0.575333,1.77048,54.0856,285.976,19812.2,0,3,43888.9,43888.9
275.975,-0.6297,1.69321,53.6066,280.473,19703.7,0,3,43905.3,43905.3
276.033,-0.681267,1.61568,53.126,274.239,19580.6,0,3,43921.3,43921.3
276.092,-0.730733,1.53792,52.6441,267.511,19446.5,0,3,43936.9,43936.9
276.15,-0.7802,1.45999,52.161,260.741,19311.5,0,3,43952.1,43952.1
276.208,-0.829667,1.38188,51.6768,253.927,19175.7,0,3,43966.9,43966.9
276.267,-0.876933,1.30359,51.1915,246.597,19021,0,3,43981.3,43981.3
276.325,-0.9187,1.22519,50.7055,237.975,18832.8,0,3,43995.1,43995.1
276.383,-0.960467,1.14682,50.2197,229.36,18644.8,0,3,44008.5,44008.5
276.442,-1.00223,1.06847,49.7335,220.827,18457,0,3,44021.4,44021.4
276.5,-1.044,0.990129,49.2163,212.314,18269.1,0,3,44033.8,44033.8
276.558,-1.08483,0.911765,48.699,203.587,18075,0,3,44045.7,44045.7
276.617,-1.12567,0.833406,48.1817,194.949,17867.5,0,3,44057,44057
276.675,-1.1665,0.755111,47.6648,186.327,17660.3,0,3,44067.9,44067.9
276.733,-1.20733,0.67688,47.1483,177.763,17447.2,0,3,44078.3,44078.3
276.792,-1.247,0.598742,46.6325,169.013,17219.2,0,3,44088.1,44088.1
276.85,-1.2862,0.520769,46.1178,160.194,16989.4,0,3,44097.5,44097.5
276.908,-1.3254,0.442973,45.6042,151.502,16760.7,0,3,44106.3,44106.3
276.967,-1.3646,0.365356,45.0918,142.87,16533.1,0,3,44114.7,44114.7
277.025,-1.4014,0.28792,44.5806,133.768,16288,0,3,44122.5,44122.5
277.083,-1.435,0.210753,44.0711,124.101,16012.7,0,3,44129.7,44129.7
277.142,-1.4686,0.134011,43.5645,114.527,15740,0,3,44136.4,44136.4
277.2,-1.5022,0.0576727,43.0336,105.157,15454,0,3,44142.5,44142.5
277.258,-1.5349,-0.0183314,42.3653,95.671,15163.1,0,3,44148.1,44148.1
277.317,-1.5622,-0.0940889,41.6992,85.1503,14825.1,0,3,44153.1,44153.1
277.375,-1.5895,-0.169346,41.0374,74.7868,14484.1,0,3,44157.4,44157.4
277.433,-1.6168,-0.244063,40.3805,64.6219,14146.9,0,3,44161.2,44161.2
277.492,-1.6441,-0.318233,39.7283,54.634,13813.6,0,3,44164.4,44164.4
277.55,-1.6652,-0.39185,39.081,43.524,13419.1,0,3,44166.9,44166.9
277.608,-1.68527,-0.464552,38.4418,32.4678,13003.2,0,3,44168.8,44168.8
277.667,-1.70533,-0.536172,37.812,21.7338,12583.7,0,3,44170.1,44170.1
277.725,-1.7254,-0.606636,37.1925,11.3028,12165.5,0,3,44170.7,44170.7
277.783,-1.74307,-0.675894,36.5835,4.98374,11724.6,0,3,44171,44171
277.842,-1.75893,-0.743749,35.9869,1.12654,11272.7,0,3,44171.1,44171.1
277.9,-1.7748,-0.810068,35.4038,0,10932.7,0,1,44171.1,44171.1
277.958,-1.79067,-0.875447,34.8289,0,10648.4,32909.1,1,44171.1,44171.1
278.017,-1.80387,-1.14898,32.0522,0,9007.54,97051,1,44171.1,44171.1
278.075,-1.8104,-1.8104,25.1142,0,0,0,4,44171.1,44171.1
278.133,-1.81693,-1.8104,25.1142,0,7.01081,0,4,44171.1,44171.1
278.192,-1.82347,-1.81046,25.1136,0,48.6641,0,4,44171.1,44171.1
278.25,-1.83,-1.81087,25.1093,0,126.927,0,4,44171.1,44171.1
278.308,-1.82627,-1.81193,25.0982,0,118.504,0,4,44171.1,44171.1
278.367,-1.82253,-1.81292,25.0878,0,80.3326,0,4,44171.1,44171.1
278.425,-1.8188,-1.81359,25.0807,0,43.519,0,4,44171.1,44171.1
278.483,-1.81507,-1.81396,25.0769,0,9.28035,0,4,44171.1,44171.1
278.542,-1.80717,-1.80717,25.1481,0,0,0,4,44171.1,44171.1
278.6,-1.7976,-1.80717,25.1481,0,79.9348,0,4,44171.1,44171.1
278.658,-1.78803,-1.80783,25.1411,0,165.448,0,4,44171.1,44171.1
278.717,-1.77847,-1.80922,25.1266,0,256.933,0,4,44171.1,44171.1
278.775,-1.7646,-1.81136,25.1041,0,390.747,0,4,44171.1,44171.1
278.833,-1.745,-1.81464,25.0698,0,581.847,0,4,44171.1,44171.1
278.892,-1.7254,-1.81951,25.0186,0,786.381,0,4,44171.1,44171.1
278.95,-1.7058,-1.82612,24.9493,0,1005.38,0,4,44171.1,44171.1
279.008,-1.6851,-1.8346,24.8603,0,1249.17,0,4,44171.1,44171.1
279.067,-1.6578,-1.84518,24.7494,0,1565.64,0,4,44171.1,44171.1
279.125,-1.6305,-1.8585,24.6097,0,1905.07,0,4,44171.1,44171.1
279.183,-1.6032,-1.87481,24.4386,0,2269.48,0,4,44171.1,44171.1
279.242,-1.5759,-1.8944,24.2331,0,2661.22,0,4,44171.1,44171.1
