Time[Hrs],MTL-FL-2W_DS[mCD],MTL-FL-2W_US[mCD],MTL-FL-2W_Area[km2],MTL-FL-2W_power[MW],MTL-FL-2W_turbQ[m3/s],MTL-FL-2W_SlQ[m3/s],MTL-FL-2W_Mode[-],energy[MWh],value[Currency]
0,1.567,1.567,0,0,0,0,2,0,0
0.0583333,1.47647,1.567,52.8243,0,0,0,2,0,0
0.116667,1.38593,1.567,52.8243,0,0,0,2,0,0
0.175,1.2954,1.567,52.8243,0,0,0,2,0,0
0.233333,1.20487,1.567,52.8243,0,0,0,2,0,0
0.291667,1.11467,1.567,52.8243,0,0,0,2,0,0
0.35,1.0246,1.567,52.8243,0,0,0,2,0,0
0.408333,0.934533,1.567,52.8243,0,0,0,2,0,0
0.466667,0.844467,1.567,52.8243,0,0,0,2,0,0
0.525,0.7556,1.567,52.8243,0,0,0,2,0,0
0.583333,0.668333,1.567,52.8243,0,0,0,2,0,0
0.641667,0.581067,1.567,52.8243,0,0,0,2,0,0
0.7,0.4938,1.567,52.8243,0,0,0,2,0,0
0.758333,0.406333,1.567,52.8243,0,0,0,2,0,0
0.816667,0.317667,1.567,52.8243,0,0,0,2,0,0
0.875,0.229,1.567,52.8243,0,0,0,2,0,0
0.933333,0.140333,1.567,52.8243,0,0,0,2,0,0
0.991667,0.0516667,1.567,52.8243,0,0,0,2,0,0
1.05,-0.0346,1.567,52.8243,0,0,0,2,0,0
1.10833,-0.120467,1.567,52.8243,0,0,0,2,0,0
1.16667,-0.206333,1.567,52.8243,0,0,0,2,0,0
1.225,-0.2922,1.567,52.8243,0,0,0,2,0,0
1.28333,-0.380467,1.567,52.8243,0,0,0,2,0,0
1.34167,-0.470533,1.567,52.8243,0,0,0,2,0,0
1.4,-0.5606,1.567,52.8243,0,0,0,2,0,0
1.45833,-0.650667,1.567,52.8243,0,0,0,2,0,0
1.51667,-0.738933,1.567,52.8243,0,0,0,2,0,0
1.575,-0.8227,1.567,52.8243,0,0,0,2,0,0
1.63333,-0.906467,1.567,52.8243,0,0,0,2,0,0
1.69167,-0.990233,1.567,52.8243,0,0,0,3,0,0
1.75,-1.074,1.567,52.8243,45.9648,2711.93,0,3,2.68128,2.68128
1.80833,-1.1496,1.55621,52.7574,167.429,9580.69,0,3,12.448,12.448
1.86667,-1.2252,1.51799,52.5205,304.276,17116.7,0,3,30.1974,30.1974
1.925,-1.3008,1.44927,52.0945,380.781,21354.5,0,3,52.4096,52.4096
1.98333,-1.3764,1.36274,51.5582,382.261,21542.9,0,3,74.7082,74.7082
2.04167,-1.45233,1.27453,51.0114,379.198,21489.6,0,3,96.8281,96.8281
2.1,-1.5284,1.18558,50.46,375.984,21433.6,0,3,118.76,118.76
2.15833,-1.60447,1.09589,49.904,372.584,21374.4,0,3,140.495,140.495
2.21667,-1.68053,1.00541,49.3172,369.02,21311.8,0,3,162.021,162.021
2.275,-1.7543,0.914104,48.7144,364.682,21235.5,0,3,183.294,183.294
2.33333,-1.825,0.821986,48.1063,359.385,21142.5,0,3,204.258,204.258
2.39167,-1.8957,0.7291,47.4931,353.898,21046,0,3,224.902,224.902
2.45,-1.9664,0.635431,46.8747,348.218,20946.2,0,3,245.215,245.215
2.50833,-2.03673,0.540963,46.2511,342.301,20841.3,0,3,265.182,265.182
2.56667,-2.10487,0.445686,45.6221,335.651,20723.4,0,3,284.762,284.762
2.625,-2.173,0.349628,44.9879,328.811,20602,0,3,303.943,303.943
2.68333,-2.24113,0.252771,44.3485,321.788,20477.2,0,3,322.713,322.713
2.74167,-2.30927,0.155097,43.7037,314.619,20348.8,0,3,341.066,341.066
2.8,-2.37,0.0565525,43.0237,305.442,20184.5,0,3,358.884,358.884
2.85833,-2.4295,-0.0429811,42.1485,295.759,20005.2,0,3,376.136,376.136
2.91667,-2.489,-0.143713,41.2628,285.85,19809.8,0,3,392.811,392.811
2.975,-2.5485,-0.245638,40.3666,275.655,19608.6,0,3,408.891,408.891
3.03333,-2.60293,-0.348808,39.4595,264.055,19377.6,0,3,424.294,424.294
3.09167,-2.65357,-0.453147,38.5421,251.28,19123,0,3,438.952,438.952
3.15,-2.7042,-0.558609,37.6148,238.376,18841.6,0,3,452.857,452.857
3.20833,-2.75483,-0.665125,36.6782,225.251,18554.5,0,3,465.997,465.997
3.26667,-2.80187,-0.772747,35.7319,211.147,18243.4,0,3,478.314,478.314
3.325,-2.8399,-0.881419,34.7764,194.813,17864.2,0,3,489.678,489.678
3.38333,-2.87793,-0.990973,33.7096,178.387,17463.5,0,3,500.084,500.084
3.44167,-2.91597,-1.10167,32.5485,161.861,17032.9,0,3,509.526,509.526
3.5,-2.954,-1.21358,31.3746,145.22,16595.1,0,3,517.997,517.997
3.55833,-2.98713,-1.3268,30.1869,127.335,16104.8,0,3,525.425,525.425
3.61667,-3.02027,-1.44111,28.9879,109.382,15583.5,0,3,531.805,531.805
3.675,-3.0534,-1.55641,27.7785,91.3917,15030.5,0,3,537.137,537.137
3.73333,-3.08653,-1.67258,26.5599,73.4464,14439.9,0,3,541.421,541.421
3.79167,-3.11367,-1.78945,25.334,54.2821,13801.8,0,3,544.587,544.587
3.85,-3.1384,-1.9067,24.104,34.7743,13089.9,0,3,546.616,546.616
3.90833,-3.16313,-2.02324,23.0718,15.6755,12340.8,0,3,547.53,547.53
3.96667,-3.18787,-2.13798,22.1023,3.70124,11574.3,0,3,547.746,547.746
4.025,-3.2054,-2.25036,21.1527,0,10877.6,0,1,547.746,547.746
4.08333,-3.21333,-2.36079,20.2197,0,10277.3,31762.2,1,547.746,547.746
4.14167,-3.22127,-2.84676,16.1135,0,6811.69,73392,1,547.746,547.746
4.2,-3.2292,-3.2292,13.2032,0,0,0,4,547.746,547.746
4.25833,-3.236,-3.2292,13.2032,0,7.29697,0,4,547.746,547.746
4.31667,-3.236,-3.22932,13.2023,0,25.0052,0,4,547.746,547.746
4.375,-3.236,-3.22971,13.1994,0,41.699,0,4,547.746,547.746
4.43333,-3.236,-3.23038,13.1945,0,46.4667,0,4,547.746,547.746
4.49167,-3.236,-3.23112,13.189,0,40.7992,0,4,547.746,547.746
4.55,-3.2238,-3.2238,13.243,0,0,0,4,547.746,547.746
4.60833,-3.20957,-3.2238,13.243,0,118.927,0,4,547.746,547.746
4.66667,-3.19533,-3.22569,13.2291,0,253.621,0,4,547.746,547.746
4.725,-3.1811,-3.22972,13.1994,0,406.225,0,4,547.746,547.746
4.78333,-3.1554,-3.23619,13.1516,0,675.063,0,4,547.746,547.746
4.84167,-3.1211,-3.247,13.0718,0,1052,0,4,547.746,547.746
4.9,-3.0868,-3.26399,12.9466,0,1480.49,0,4,547.746,547.746
4.95833,-3.0525,-3.28817,12.7682,0,1969.12,0,4,547.746,547.746
5.01667,-3.0156,-3.32086,12.5271,0,2550.63,0,4,547.746,547.746
5.075,-2.9722,-3.36417,12.2076,0,3275.14,0,4,547.746,547.746
5.13333,-2.9288,-3.42151,11.7847,0,4116.82,0,4,547.746,547.746
5.19167,-2.8854,-3.49663,11.2306,0,5107.18,0,4,547.746,547.746
5.25,-2.842,-3.59533,10.5026,0,6294.49,0,4,547.746,547.746
5.30833,-2.77737,-3.72731,9.52911,0,7937.27,0,4,547.746,547.746
5.36667,-2.71273,-3.91601,8.13725,-28.8039,9649.02,0,4,546.066,546.066
5.425,-2.6481,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.48333,-2.58347,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.54167,-2.50183,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.6,-2.4134,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.65833,-2.32497,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.71667,-2.23653,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.775,-2.1432,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.83333,-2.04333,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.89167,-1.94347,-4.18542,6.90508,0,0,0,2,546.066,546.066
5.95,-1.8436,-4.18542,6.90508,0,0,0,2,546.066,546.066
6.00833,-1.7425,-4.18542,6.90508,0,0,0,2,546.066,546.066
6.06667,-1.634,-4.18542,6.90508,0,0,0,3,546.066,546.066
6.125,-1.5255,-4.18542,6.90508,46.5657,-2722.49,0,3,548.782,548.782
6.18333,-1.417,-4.10471,7.26183,165.418,-9545.46,0,3,558.432,558.432
6.24167,-1.3085,-3.85209,8.60867,265.118,-16428.1,0,3,573.897,573.897
6.3,-1.1914,-3.50343,11.1805,274.821,-19437.4,0,3,589.928,589.928
6.35833,-1.07287,-3.17411,13.6095,227.939,-18613.8,0,3,603.225,603.225
6.41667,-0.954333,-2.90654,15.6083,193.37,-17829.5,0,3,614.504,614.504
6.475,-0.8358,-2.68049,17.5184,168.773,-17213,0,3,624.35,624.35
6.53333,-0.712467,-2.48351,19.1828,152.102,-16776.5,0,3,633.222,633.222
6.59167,-0.585533,-2.30673,20.6764,140.902,-16481.2,0,3,641.441,641.441
6.65,-0.4586,-2.1447,22.0455,133.055,-16267.7,0,3,649.203,649.203
6.70833,-0.331667,-1.99409,23.3181,127.8,-16118,0,3,656.658,656.658
6.76667,-0.204533,-1.85301,24.6672,124.706,-16029.9,0,3,663.932,663.932
6.825,-0.0769,-1.72029,26.0594,123.576,-15997.7,0,3,671.141,671.141
6.88333,0.0507333,-1.59456,27.3783,123.998,-16009.7,0,3,678.374,678.374
6.94167,0.178367,-1.47452,28.6375,125.683,-16057.7,0,3,685.706,685.706
7,0.306,-1.3592,29.8471,128.416,-16135.6,0,3,693.197,693.197
7.05833,0.4327,-1.24785,31.0151,131.822,-16232.6,0,3,700.886,700.886
7.11667,0.5594,-1.13991,32.1473,135.986,-16351.2,0,3,708.819,708.819
7.175,0.6861,-1.0349,33.2489,140.857,-16480,0,3,717.035,717.035
7.23333,0.8128,-0.932465,34.3234,146.31,-16623.8,0,3,725.57,725.57
7.29167,0.939167,-0.832054,35.2104,152.142,-16777.6,0,3,734.445,734.445
7.35,1.0654,-0.73321,36.0795,158.297,-16939.9,0,3,743.679,743.679
7.40833,1.19163,-0.635768,36.9363,164.842,-17110.5,0,3,753.295,753.295
7.46667,1.31787,-0.539588,37.782,171.677,-17288.6,0,3,763.309,763.309
7.525,1.4423,-0.444546,38.6177,178.361,-17462.8,0,3,773.714,773.714
7.58333,1.56433,-0.350589,39.4438,184.788,-17623.3,0,3,784.493,784.493
7.64167,1.68637,-0.257724,40.2604,191.501,-17784.6,0,3,795.664,795.664
7.7,1.8084,-0.16588,41.0679,198.45,-17951.6,0,3,807.24,807.24
7.75833,1.92823,-0.0749694,41.8673,205.115,-18110.3,0,3,819.205,819.205
7.81667,2.03487,0.0150187,42.6585,208.989,-18195.8,0,3,831.396,831.396
7.875,2.1415,0.103857,43.3655,213.132,-18287.2,0,3,843.829,843.829
7.93333,2.24813,0.191825,43.9462,217.476,-18383,0,3,856.515,856.515
7.99167,2.35477,0.279097,44.5223,221.983,-18482.5,0,3,869.464,869.464
8.05,2.4502,0.365718,45.0942,224.034,-18527.7,0,3,882.533,882.533
8.10833,2.54377,0.451462,45.6602,225.855,-18567.9,0,3,895.708,895.708
8.16667,2.63733,0.536338,46.2205,227.881,-18612.5,0,3,909.001,909.001
8.225,2.7309,0.620398,46.7755,230.118,-18661.3,0,3,922.424,922.424
8.28333,2.8234,0.703689,47.3253,232.285,-18708.6,0,3,935.974,935.974
8.34167,2.9151,0.786231,47.8702,234.44,-18755.7,0,3,949.65,949.65
8.4,3.0068,0.868048,48.4104,236.766,-18806.4,0,3,963.461,963.461
8.45833,3.0985,0.94918,48.946,239.253,-18860.7,0,3,977.418,977.418
8.51667,3.18633,1.02966,49.4773,240.983,-18898.4,0,3,991.475,991.475
8.575,3.2645,1.10946,49.9882,240.598,-18890.1,0,3,1005.51,1005.51
8.63333,3.34267,1.18843,50.4777,240.409,-18885.9,0,3,1019.53,1019.53
8.69167,3.42083,1.26663,50.9624,240.403,-18885.8,0,3,1033.56,1033.56
8.75,3.499,1.34409,51.4425,240.57,-18889.4,0,3,1047.59,1047.59
8.80833,3.5592,1.42084,51.9183,236.673,-18804.4,0,3,1061.4,1061.4
8.86667,3.6194,1.49656,52.3877,233.021,-18724.7,0,3,1074.99,1074.99
8.925,3.6796,1.57129,52.8509,229.602,-18650.1,0,3,1088.38,1088.38
8.98333,3.7398,1.64508,53.3083,226.418,-18580.3,0,3,1101.59,1101.59
9.04167,3.79533,1.71796,53.7601,222.379,-18491.2,0,3,1114.56,1114.56
9.1,3.849,1.78989,54.206,218.128,-18397.4,0,3,1127.29,1127.29
9.15833,3.90267,1.86088,54.646,214.096,-18308.4,0,3,1139.78,1139.78
9.21667,3.95633,1.93096,55.0804,210.276,-18224.1,0,3,1152.04,1152.04
9.275,4.0093,2.00017,55.5094,206.494,-18140.7,0,3,1164.09,1164.09
9.33333,4.06133,2.06854,55.9332,202.711,-18054,0,3,1175.91,1175.91
9.39167,4.11337,2.13612,56.268,199.132,-17968,0,3,1187.53,1187.53
9.45,4.1654,2.20298,56.5974,195.719,-17886,0,3,1198.95,1198.95
9.50833,4.2156,2.26916,56.9234,192.043,-17797.6,0,3,1210.15,1210.15
9.56667,4.2548,2.33463,57.246,185.996,-17652.3,0,3,1221,1221
9.625,4.294,2.39921,57.5642,180.169,-17509.9,0,3,1231.51,1231.51
9.68333,4.3332,2.46291,57.878,174.596,-17364.7,0,3,1241.69,1241.69
9.74167,4.3724,2.52575,58.1876,169.22,-17224.6,0,3,1251.56,1251.56
9.8,4.394,2.58775,58.4931,160.031,-16985.2,0,3,1260.9,1260.9
9.85833,4.41267,2.64857,58.7928,150.541,-16735.4,0,3,1269.68,1269.68
9.91667,4.43133,2.7082,59.0865,141.337,-16492.6,0,3,1277.92,1277.92
9.975,4.45,2.76667,59.3746,132.438,-16250.2,0,3,1285.65,1285.65
10.0333,4.45853,2.82401,59.6571,121.608,-15941.7,0,3,1292.74,1292.74
10.0917,4.45947,2.88,59.933,109.45,-15585.6,0,3,1299.13,1299.13
10.15,4.4604,2.93449,60.2014,97.7181,-15225.9,0,3,1304.83,1304.83
10.2083,4.46133,2.98748,60.4625,86.3903,-14865.9,0,3,1309.87,1309.87
10.2667,4.45513,3.03901,60.7164,73.9161,-14455.4,0,3,1314.18,1314.18
10.325,4.4311,3.08891,60.9607,58.1135,-13929.7,0,3,1317.57,1317.57
10.3833,4.40707,3.1368,61.1927,42.8764,-13394.7,0,3,1320.07,1320.07
10.4417,4.38303,3.18268,61.415,28.1899,-12842.3,0,3,1321.72,1321.72
10.5,4.359,3.22652,61.6274,14.1416,-12279.3,0,3,1322.54,1322.54
10.5583,4.32843,3.26829,61.8298,4.46184,-11663.4,0,3,1322.8,1322.8
10.6167,4.29787,3.30785,62.0214,0,-11075,-0,1,1322.8,1322.8
10.675,4.2673,3.34529,62.2028,0,-10687.9,-33030.9,1,1322.8,1322.8
10.7333,4.23673,3.49205,62.9139,0,-9605.25,-103491,1,1322.8,1322.8
10.7917,4.1965,3.86422,64.717,0,-6416.16,-122577,1,1322.8,1322.8
10.85,4.1524,4.1524,65.782,0,0,0,4,1322.8,1322.8
10.9083,4.1083,4.1524,65.782,0,-47.323,0,4,1322.8,1322.8
10.9667,4.0642,4.15255,65.7821,0,-330.529,0,4,1322.8,1322.8
11.025,4.0138,4.15361,65.783,0,-927.393,0,4,1322.8,1322.8
11.0833,3.955,4.15657,65.7854,0,-1665.8,0,4,1322.8,1322.8
11.1417,3.8962,4.16188,65.7898,0,-2219.94,0,4,1322.8,1322.8
11.2,3.8374,4.16897,65.7957,0,-2770.45,0,4,1322.8,1322.8
11.2583,3.77593,4.17781,65.803,0,-3357.92,0,4,1322.8,1322.8
11.3167,3.69847,4.18853,65.8118,0,-4094.73,0,4,1322.8,1322.8
11.375,3.621,4.20159,65.8226,0,-4851.17,0,4,1322.8,1322.8
11.4333,3.54353,4.21707,65.8353,0,-5627.75,0,4,1322.8,1322.8
11.4917,3.46607,4.23502,65.8501,0,-6425.01,0,4,1322.8,1322.8
11.55,3.3822,4.2555,65.867,0,-7296.94,0,4,1322.8,1322.8
11.6083,3.29727,4.27877,65.8862,0,-8200.97,0,4,1322.8,1322.8
11.6667,3.21233,4.3049,65.9078,-6.86776,-8958.95,0,4,1322.4,1322.4
11.725,3.1274,4.33344,65.9313,-29.3854,-9665.43,0,4,1320.69,1320.69
11.7833,3.0382,4.36422,65.9567,0,0,0,2,1320.69,1320.69
11.8417,2.9458,4.36422,65.9567,0,0,0,2,1320.69,1320.69
11.9,2.8534,4.36422,65.9567,0,0,0,2,1320.69,1320.69
11.9583,2.761,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.0167,2.66613,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.075,2.5651,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.1333,2.46407,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.1917,2.36303,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.25,2.262,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.3083,2.16727,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.3667,2.07253,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.425,1.9778,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.4833,1.88307,4.36422,65.9567,0,0,0,2,1320.69,1320.69
12.5417,1.78933,4.36422,65.9567,0,0,0,3,1320.69,1320.69
12.6,1.696,4.36422,65.9567,46.8294,2727.13,0,3,1323.42,1323.42
12.6583,1.60267,4.35554,65.9495,172.685,9672.25,0,3,1333.49,1333.49
12.7167,1.50933,4.32473,65.9241,318.604,17361,0,3,1352.08,1352.08
12.775,1.4162,4.26941,65.8785,406.343,21777,0,3,1375.78,1375.78
12.8333,1.32333,4.19996,65.8212,416.725,22110.1,0,3,1400.09,1400.09
12.8917,1.23047,4.12939,65.763,422.334,22198.2,0,3,1424.72,1424.72
12.95,1.1376,4.05845,65.6581,427.894,22284.8,0,3,1449.69,1449.69
13.0083,1.0454,3.98698,65.3118,433.155,22366.7,0,3,1474.95,1474.95
13.0667,0.9572,3.91487,64.9624,437.238,22430.3,0,3,1500.46,1500.46
13.125,0.869,3.84217,64.6102,441.168,22491.5,0,3,1526.19,1526.19
13.1833,0.7808,3.76886,64.255,444.947,22550.4,0,3,1552.15,1552.15
13.2417,0.6926,3.69496,63.897,448.579,22606.8,0,3,1578.32,1578.32
13.3,0.5996,3.62045,63.536,453.307,22679.9,0,3,1604.76,1604.76
13.3583,0.5058,3.54527,63.1717,458.07,22753.5,0,3,1631.48,1631.48
13.4167,0.412,3.46941,62.8042,462.658,22824.3,0,3,1658.47,1658.47
13.475,0.3182,3.39287,62.4333,467.07,22892.5,0,3,1685.71,1685.71
13.5333,0.226267,3.31563,62.0591,470.83,22950.6,0,3,1713.18,1713.18
13.5917,0.135733,3.23774,61.6817,474.065,23001.3,0,3,1740.83,1740.83
13.65,0.0452,3.15918,61.3011,477.152,23053.4,0,3,1768.67,1768.67
13.7083,-0.0453333,3.07996,60.9173,480.067,23102.5,0,3,1796.67,1796.67
13.7667,-0.1362,3.00006,60.5245,482.893,23150.2,0,3,1824.84,1824.84
13.825,-0.2279,2.91947,60.1274,485.757,23198.5,0,3,1853.17,1853.17
13.8833,-0.3196,2.83818,59.7269,488.439,23243.7,0,3,1881.67,1881.67
13.9417,-0.4113,2.75618,59.3229,490.938,23285.8,0,3,1910.3,1910.3
14,-0.503,2.67346,58.9154,493.253,23324.9,0,3,1939.08,1939.08
14.0583,-0.5842,2.59003,58.5043,492.678,23315.2,0,3,1967.82,1967.82
14.1167,-0.6654,2.50605,58.0906,491.96,23303.1,0,3,1996.52,1996.52
14.175,-0.7466,2.4215,57.674,491.098,23288.5,0,3,2025.16,2025.16
14.2333,-0.8278,2.3364,57.2547,490.092,23271.6,0,3,2053.75,2053.75
14.2917,-0.906167,2.25072,56.8326,488.209,23239.8,0,3,2082.23,2082.23
14.35,-0.9834,2.16453,56.408,485.9,23200.9,0,3,2110.57,2110.57
14.4083,-1.06063,2.07783,55.9808,483.46,23159.7,0,3,2138.78,2138.78
14.4667,-1.13787,1.99053,55.4497,480.867,23116,0,3,2166.83,2166.83
14.525,-1.2127,1.90256,54.9043,477.48,23058.9,0,3,2194.68,2194.68
14.5833,-1.28433,1.81392,54.3549,473.101,22985.7,0,3,2222.28,2222.28
14.6417,-1.35597,1.72466,53.8016,468.594,22916,0,3,2249.61,2249.61
14.7,-1.4276,1.63474,53.2442,463.919,22843.8,0,3,2276.67,2276.67
14.7583,-1.4983,1.54417,52.6828,458.837,22765.3,0,3,2303.44,2303.44
14.8167,-1.5634,1.45293,52.1173,452.153,22662.1,0,3,2329.81,2329.81
14.875,-1.6285,1.36112,51.5481,445.342,22556.5,0,3,2355.79,2355.79
14.9333,-1.6936,1.26871,50.9753,438.415,22448.6,0,3,2381.37,2381.37
14.9917,-1.7587,1.17571,50.3988,431.335,22338.4,0,3,2406.53,2406.53
15.05,-1.8308,1.08209,49.8185,425.875,22253.4,0,3,2431.37,2431.37
15.1083,-1.90407,0.987698,49.2002,420.533,22169.9,0,3,2455.9,2455.9
15.1667,-1.97733,0.892462,48.5715,415.006,22083.1,0,3,2480.11,2480.11
15.225,-2.0506,0.796358,47.9371,409.259,21992.9,0,3,2503.98,2503.98
15.2833,-2.11973,0.699365,47.2968,402.249,21882.9,0,3,2527.45,2527.45
15.3417,-2.18577,0.601536,46.6509,394.276,21752.2,0,3,2550.45,2550.45
15.4,-2.2518,0.50293,46,386.15,21610.7,0,3,2572.97,2572.97
15.4583,-2.31783,0.403564,45.344,377.834,21465.8,0,3,2595.01,2595.01
15.5167,-2.38107,0.30342,44.6829,368.659,21305.4,0,3,2616.52,2616.52
15.575,-2.4373,0.202537,44.0169,357.617,21111.4,0,3,2637.38,2637.38
15.6333,-2.49353,0.101045,43.3469,346.437,20914.7,0,3,2657.59,2657.59
15.6917,-2.54977,-0.00126073,42.5154,335.15,20714.5,0,3,2677.14,2677.14
15.75,-2.606,-0.104684,41.606,323.59,20509.4,0,3,2696.02,2696.02
15.8083,-2.66247,-0.20936,40.6856,311.887,20299.9,0,3,2714.21,2714.21
15.8667,-2.71893,-0.315352,39.7537,299.868,20084.7,0,3,2731.7,2731.7
15.925,-2.7754,-0.422725,38.8096,287.625,19844.8,0,3,2748.48,2748.48
15.9833,-2.83187,-0.531445,37.8536,275.068,19597.1,0,3,2764.53,2764.53
16.0417,-2.86767,-0.641572,36.8853,257.387,19244.7,0,3,2779.54,2779.54
16.1,-2.8952,-0.752608,35.909,237.67,18826.2,0,3,2793.4,2793.4
16.1583,-2.92273,-0.864231,34.9275,217.987,18394.3,0,3,2806.12,2806.12
16.2167,-2.95027,-0.97654,33.861,198.322,17948.5,0,3,2817.69,2817.69
16.275,-2.968,-1.08984,32.6726,176.385,17411.3,0,3,2827.98,2827.98
16.3333,-2.97267,-1.20384,31.4768,151.605,16763.4,0,3,2836.82,2836.82
16.3917,-2.97733,-1.31784,30.2809,127.149,16099.5,0,3,2844.24,2844.24
16.45,-2.982,-1.43174,29.0862,103.052,15389.4,0,3,2850.25,2850.25
16.5083,-2.98827,-1.54517,27.8964,79.7447,14647.2,0,3,2854.9,2854.9
16.5667,-3.00413,-1.65782,26.7147,58.9916,13959,0,3,2858.34,2858.34
16.625,-3.02,-1.77002,25.5378,38.6153,13234.4,0,3,2860.59,2860.59
16.6833,-3.03587,-1.88139,24.3695,18.6935,12461.8,0,3,2861.69,2861.69
16.7417,-3.05173,-1.99109,23.3435,4.4992,11667.8,0,3,2861.95,2861.95
16.8,-3.0628,-2.09813,22.439,0,10932.3,0,1,2861.95,2861.95
16.8583,-3.07307,-2.20249,21.5572,0,10385.5,32096.4,1,2861.95,2861.95
16.9167,-3.08333,-2.65677,17.7187,0,7269.63,78326,1,2861.95,2861.95
16.975,-3.0936,-3.0936,14.2034,0,0,0,4,2861.95,2861.95
17.0333,-3.0856,-3.0936,14.2034,0,8.58467,0,4,2861.95,2861.95
17.0917,-3.0639,-3.09373,14.2024,0,111.585,0,4,2861.95,2861.95
17.15,-3.0422,-3.09538,14.1903,0,352.749,0,4,2861.95,2861.95
17.2083,-3.0205,-3.1006,14.1517,0,662.008,0,4,2861.95,2861.95
17.2667,-3.003,-3.11045,14.079,0,897.836,0,4,2861.95,2861.95
17.325,-2.996,-3.12389,13.9799,0,1068.62,0,4,2861.95,2861.95
17.3833,-2.989,-3.14001,13.861,0,1261.8,0,4,2861.95,2861.95
17.4417,-2.982,-3.15923,13.7193,0,1480.85,0,4,2861.95,2861.95
17.5,-2.975,-3.18204,13.5511,0,1729.9,0,4,2861.95,2861.95
17.5583,-2.9498,-3.20904,13.3519,0,2166.12,0,4,2861.95,2861.95
17.6167,-2.9246,-3.24344,13.0981,0,2664.07,0,4,2861.95,2861.95
17.675,-2.8994,-3.28668,12.7792,0,3235.92,0,4,2861.95,2861.95
17.7333,-2.8742,-3.3407,12.3808,0,3897.83,0,4,2861.95,2861.95
17.7917,-2.836,-3.40817,11.8831,0,4780.76,0,4,2861.95,2861.95
17.85,-2.7926,-3.49499,11.2427,0,5868.87,0,4,2861.95,2861.95
17.9083,-2.7492,-3.60887,10.4027,0,7183.01,0,4,2861.95,2861.95
17.9667,-2.7058,-3.76221,9.27166,-4.18509,8723.26,0,4,2861.7,2861.7
18.025,-2.6507,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.0833,-2.58,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.1417,-2.5093,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.2,-2.4386,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.2583,-2.36457,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.3167,-2.27053,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.375,-2.1765,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.4333,-2.08247,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.4917,-1.98843,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.55,-1.8812,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.6083,-1.77177,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.6667,-1.66233,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.725,-1.5529,-3.97646,7.82867,0,0,0,2,2861.7,2861.7
18.7833,-1.42867,-3.97646,7.82867,0,0,0,3,2861.7,2861.7
18.8417,-1.29333,-3.97646,7.82867,47.3028,-2735.44,0,3,2864.46,2864.46
18.9,-1.158,-3.90487,8.21939,172.015,-9660.58,0,3,2874.5,2874.5
18.9583,-1.02267,-3.68061,9.87352,287.465,-16822.7,0,3,2891.27,2891.27
19.0167,-0.8866,-3.36097,12.2312,313.584,-20169.5,0,3,2909.56,2909.56
19.075,-0.7487,-3.04482,14.5632,274.044,-19576.7,0,3,2925.54,2925.54
19.1333,-0.6108,-2.78152,16.6647,244.29,-18970.6,0,3,2939.79,2939.79
19.1917,-0.4729,-2.55542,18.5751,223.578,-18517.6,0,3,2952.84,2952.84
19.25,-0.335,-2.35519,20.267,209.069,-18197.5,0,3,2965.03,2965.03
19.3083,-0.202467,-2.17351,21.8021,197.706,-17933.7,0,3,2976.56,2976.56
19.3667,-0.0699333,-2.0062,23.2158,189.7,-17741.3,0,3,2987.63,2987.63
19.425,0.0626,-1.85066,24.6919,184.406,-17614.1,0,3,2998.39,2998.39
19.4833,0.195133,-1.70534,26.2162,181.463,-17543.4,0,3,3008.97,3008.97
19.5417,0.327,-1.56856,27.651,180.343,-17514.4,0,3,3019.49,3019.49
19.6,0.4586,-1.43874,29.0128,180.748,-17525,0,3,3030.04,3030.04
