Time[Hrs],MTL-FX-EB_DS[mCD],MTL-FX-EB_US[mCD],MTL-FX-EB_Area[km2],MTL-FX-EB_power[MW],MTL-FX-EB_turbQ[m3/s],MTL-FX-EB_SlQ[m3/s],MTL-FX-EB_Mode[-],energy[MWh],value[Currency]
181.3,1.1468,-0.288581,39.989,0,-13335.4,-41213.2,1,10697.8,10697.8
181.358,1.24923,-0.0106164,42.4331,0,-12493.4,-134610,1,10697.8,10697.8
181.417,1.35167,0.678966,47.1621,0,-9129.23,-174408,1,10697.8,10697.8
181.475,1.4541,1.4541,52.1245,0,0,0,4,10697.8,10697.8
181.533,1.552,1.4541,52.1245,0,-105.055,0,4,10697.8,10697.8
181.592,1.6465,1.45452,52.1271,0,-718.201,0,4,10697.8,10697.8
181.65,1.741,1.45742,52.145,0,-1881.13,0,4,10697.8,10697.8
181.708,1.8355,1.46499,52.192,0,-3062,0,4,10697.8,10697.8
181.767,1.92607,1.4773,52.2683,0,-3749.7,0,4,10697.8,10697.8
181.825,2.0068,1.49235,52.3616,0,-4298.5,0,4,10697.8,10697.8
181.883,2.08753,1.50957,52.4683,0,-4829.18,0,4,10697.8,10697.8
181.942,2.16827,1.52888,52.588,0,-5342.43,0,4,10697.8,10697.8
182,2.249,1.55019,52.7201,0,-5838.97,0,4,10697.8,10697.8
182.058,2.32133,1.57341,52.8641,0,-6249.28,0,4,10697.8,10697.8
182.117,2.39367,1.5982,53.0177,0,-6646.54,0,4,10697.8,10697.8
182.175,2.466,1.62449,53.1807,0,-7031.29,0,4,10697.8,10697.8
182.233,2.53833,1.65221,53.3525,0,-7404.06,0,4,10697.8,10697.8
182.292,2.60267,1.6813,53.5328,0,-7698.5,0,4,10697.8,10697.8
182.35,2.6638,1.71145,53.7197,0,-7957.41,0,4,10697.8,10697.8
182.408,2.72493,1.7425,53.9122,0,-8208.76,0,4,10697.8,10697.8
182.467,2.78607,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.525,2.8425,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.583,2.89267,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.642,2.94283,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.7,2.993,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.758,3.04147,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.817,3.07973,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.875,3.118,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.933,3.15627,1.77442,54.11,0,0,0,2,10697.8,10697.8
182.992,3.19453,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.05,3.2254,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.108,3.25503,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.167,3.28467,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.225,3.3143,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.283,3.34073,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.342,3.36477,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.4,3.3888,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.458,3.41283,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.517,3.43407,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.575,3.4483,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.633,3.46253,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.692,3.47677,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.75,3.491,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.808,3.4924,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.867,3.4938,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.925,3.4952,1.77442,54.11,0,0,0,2,10697.8,10697.8
183.983,3.4966,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.042,3.485,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.1,3.4682,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.158,3.4514,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.217,3.4346,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.275,3.4128,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.333,3.38433,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.392,3.35587,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.45,3.3274,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.508,3.29757,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.567,3.25953,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.625,3.2215,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.683,3.18347,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.742,3.14543,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.8,3.1,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.858,3.05333,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.917,3.00667,1.77442,54.11,0,0,0,2,10697.8,10697.8
184.975,2.96,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.033,2.90547,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.092,2.84503,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.15,2.7846,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.208,2.72417,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.267,2.66207,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.325,2.5958,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.383,2.52953,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.442,2.46327,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.5,2.397,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.558,2.32117,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.617,2.24533,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.675,2.1695,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.733,2.09367,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.792,2.01533,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.85,1.936,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.908,1.85667,1.77442,54.11,0,0,0,2,10697.8,10697.8
185.967,1.77733,1.77442,54.11,0,0,0,2,10697.8,10697.8
186.025,1.6962,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.083,1.61267,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.142,1.52913,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.2,1.4456,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.258,1.36227,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.317,1.28013,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.375,1.198,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.433,1.11587,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.492,1.03373,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.55,0.9498,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.608,0.865567,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.667,0.781333,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.725,0.6971,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.783,0.623,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.842,0.5565,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.9,0.49,1.6962,53.6252,0,0,0,2,10697.8,10697.8
186.958,0.4235,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.017,0.354133,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.075,0.2776,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.133,0.201067,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.192,0.124533,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.25,0.048,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.308,-0.0308667,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.367,-0.109733,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.425,-0.1886,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.483,-0.267467,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.542,-0.3435,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.6,-0.4184,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.658,-0.4933,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.717,-0.5682,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.775,-0.6418,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.833,-0.713667,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.892,-0.785533,1.6962,53.6252,0,0,0,2,10697.8,10697.8
187.95,-0.8574,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.008,-0.928467,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.067,-0.994733,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.125,-1.061,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.183,-1.12727,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.242,-1.19353,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.3,-1.255,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.358,-1.31567,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.417,-1.37633,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.475,-1.437,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.533,-1.49767,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.592,-1.55833,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.65,-1.619,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.708,-1.67967,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.767,-1.73893,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.825,-1.7947,1.6962,53.6252,0,0,0,2,10697.8,10697.8
188.883,-1.85047,1.6962,53.6252,0,0,0,3,10697.8,10697.8
188.942,-1.90623,1.6962,53.6252,77.6843,3223.15,0,3,10702.3,10702.3
189,-1.962,1.68357,53.5469,275.979,11320.8,0,3,10718.4,10718.4
189.058,-2.01567,1.63906,53.271,491.284,20104.7,0,3,10747,10747
189.117,-2.06933,1.55943,52.7774,605.223,24936,0,3,10782.3,10782.3
189.175,-2.123,1.45963,52.1587,599.637,25010.9,0,3,10817.3,10817.3
189.233,-2.17667,1.35832,51.5308,587.015,24803.9,0,3,10851.6,10851.6
189.292,-2.225,1.25662,50.9003,572.907,24572,0,3,10885,10885
189.35,-2.2712,1.15461,50.268,558.216,24329.4,0,3,10917.5,10917.5
189.408,-2.3174,1.05231,49.6268,543.505,24097.6,0,3,10949.3,10949.3
189.467,-2.3636,0.949642,48.949,528.74,23874.5,0,3,10980.1,10980.1
189.525,-2.4077,0.846499,48.2681,513.388,23641.3,0,3,11010,11010
189.583,-2.449,0.742909,47.5842,497.233,23392,0,3,11039,11039
189.642,-2.4903,0.638925,46.8978,481.08,23119.6,0,3,11067.1,11067.1
189.7,-2.5316,0.534634,46.2093,464.914,22859.2,0,3,11094.2,11094.2
189.758,-2.5726,0.429966,45.5183,448.633,22607.7,0,3,11120.4,11120.4
189.817,-2.6118,0.324864,44.8245,431.907,22347.3,0,3,11145.6,11145.6
189.875,-2.651,0.219349,44.1279,415.145,22085.3,0,3,11169.8,11169.8
189.933,-2.6902,0.113407,43.4285,398.352,21821.7,0,3,11193.1,11193.1
189.992,-2.7294,0.00685523,42.5867,381.541,21530.4,0,3,11215.3,11215.3
190.05,-2.758,-0.100503,41.6428,361.984,21188.1,0,3,11236.4,11236.4
190.108,-2.78483,-0.208586,40.6924,341.946,20835,0,3,11256.4,11256.4
190.167,-2.81167,-0.317388,39.7358,321.879,20478.8,0,3,11275.1,11275.1
190.225,-2.8385,-0.426945,38.7725,301.803,20119.4,0,3,11292.8,11292.8
190.283,-2.85987,-0.537296,37.8022,280.391,19702.1,0,3,11309.1,11309.1
190.342,-2.87713,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.4,-2.8944,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.458,-2.91167,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.517,-2.9256,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.575,-2.9312,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.633,-2.9368,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.692,-2.9424,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.75,-2.948,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.808,-2.94707,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.867,-2.94613,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.925,-2.9452,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
190.983,-2.94427,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.042,-2.93583,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.1,-2.9244,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.158,-2.91297,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.217,-2.90153,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.275,-2.8833,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.333,-2.856,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.392,-2.8287,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.45,-2.8014,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.508,-2.77283,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.567,-2.73667,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.625,-2.7005,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.683,-2.66433,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.742,-2.62817,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.8,-2.5806,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.858,-2.53113,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.917,-2.48167,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
191.975,-2.4322,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.033,-2.377,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.092,-2.3175,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.15,-2.258,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.208,-2.1985,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.267,-2.13233,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.325,-2.0495,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.383,-1.96667,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.442,-1.88383,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.5,-1.801,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.558,-1.70883,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.617,-1.61667,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.675,-1.5245,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.733,-1.43233,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.792,-1.33483,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.85,-1.2352,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.908,-1.13557,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
192.967,-1.03593,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
193.025,-0.9372,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
193.083,-0.839667,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
193.142,-0.742133,-0.648176,36.8272,0,0,0,2,11309.1,11309.1
193.2,-0.6446,-0.6446,36.8587,0,0,0,2,11309.1,11309.1
193.258,-0.546167,-0.6446,36.8587,0,-3492.16,-0,1,11309.1,11309.1
193.317,-0.442333,-0.624751,37.0332,0,-4753.96,-14692.2,1,11309.1,11309.1
193.375,-0.3385,-0.515887,37.9904,0,-4687.95,-50510,1,11309.1,11309.1
193.433,-0.234667,-0.234667,40.4631,0,0,0,4,11309.1,11309.1
193.492,-0.130833,-0.234667,40.4631,0,111.422,0,4,11309.1,11309.1
193.55,-0.0294,-0.235245,40.458,0,770.083,0,4,11309.1,11309.1
193.608,0.0716333,-0.239244,40.4229,0,2062.18,0,4,11309.1,11309.1
193.667,0.172667,-0.24997,40.3285,0,3492.78,0,4,11309.1,11309.1
193.725,0.2737,-0.268193,40.1683,0,4527.82,0,4,11309.1,11309.1
193.783,0.373267,-0.291927,39.9596,0,5558.06,0,4,11309.1,11309.1
193.842,0.471733,-0.32123,39.702,0,6625.65,0,4,11309.1,11309.1
193.9,0.5702,-0.356413,39.3926,0,7742.37,0,4,11309.1,11309.1
193.958,0.668667,-0.397879,39.028,0,0,0,2,11309.1,11309.1
194.017,0.7654,-0.397879,39.028,0,0,0,2,11309.1,11309.1
194.075,0.8578,-0.397879,39.028,0,0,0,2,11309.1,11309.1
194.133,0.9502,-0.397879,39.028,0,-12923.5,-0,1,11309.1,11309.1
194.192,1.0426,-0.328877,39.6347,0,-13035.2,-40285.4,1,11309.1,11309.1
194.25,1.135,-0.0547027,42.0455,0,-12140.7,-130808,1,11309.1,11309.1
194.308,1.2232,0.621208,46.7808,0,-8636.11,-164988,1,11309.1,11309.1
194.367,1.3114,1.3114,51.2399,0,0,0,4,11309.1,11309.1
194.425,1.3996,1.3114,51.2399,0,-94.646,0,4,11309.1,11309.1
194.483,1.4878,1.31179,51.2423,0,-658.476,0,4,11309.1,11309.1
194.542,1.56717,1.31449,51.2591,0,-1676.14,0,4,11309.1,11309.1
194.6,1.643,1.32135,51.3016,0,-2658.2,0,4,11309.1,11309.1
194.658,1.71883,1.33222,51.369,0,-3230.34,0,4,11309.1,11309.1
194.717,1.79467,1.34542,51.4508,0,-3753.71,0,4,11309.1,11309.1
194.775,1.8667,1.36073,51.5457,0,-4227.69,0,4,11309.1,11309.1
194.833,1.93367,1.37793,51.6523,0,-4643.47,0,4,11309.1,11309.1
194.892,2.00063,1.39679,51.7692,0,-5045.45,0,4,11309.1,11309.1
194.95,2.0676,1.41723,51.8959,0,-5434.19,0,4,11309.1,11309.1
195.008,2.13277,1.43919,52.0321,0,-5795.2,0,4,11309.1,11309.1
195.067,2.18713,1.46255,52.1769,0,-6054.3,0,4,11309.1,11309.1
195.125,2.2415,1.48688,52.3277,0,-6305.26,0,4,11309.1,11309.1
195.183,2.29587,1.51215,52.4843,0,-6548.41,0,4,11309.1,11309.1
195.242,2.35023,1.53831,52.6465,0,-6784.08,0,4,11309.1,11309.1
195.3,2.3988,1.56533,52.8139,0,-6964.14,0,4,11309.1,11309.1
195.358,2.4464,1.59297,52.9853,0,-7130.86,0,4,11309.1,11309.1
195.417,2.494,1.62119,53.1602,0,-7292.83,0,4,11309.1,11309.1
195.475,2.5416,1.64995,53.3385,0,-7450.24,0,4,11309.1,11309.1
195.533,2.58427,1.67923,53.52,0,-7562.07,0,4,11309.1,11309.1
195.592,2.62323,1.70885,53.7036,0,-7640.16,0,4,11309.1,11309.1
195.65,2.6622,1.73868,53.8885,0,-7716.55,0,4,11309.1,11309.1
195.708,2.70117,1.7687,54.0746,0,-7791.31,0,4,11309.1,11309.1
195.767,2.7372,1.7989,54.2618,0,-7840.01,0,4,11309.1,11309.1
195.825,2.7659,1.82919,54.4495,0,-7826.73,0,4,11309.1,11309.1
195.883,2.7946,1.85933,54.6363,0,-7814.74,0,4,11309.1,11309.1
195.942,2.8233,1.88931,54.8222,0,-7804,0,4,11309.1,11309.1
196,2.852,1.91915,55.0072,0,-7794.45,0,4,11309.1,11309.1
196.058,2.873,1.94886,55.1913,0,-7721.69,0,4,11309.1,11309.1
196.117,2.894,1.97819,55.3732,0,-7652.07,0,4,11309.1,11309.1
196.175,2.915,2.00717,55.5528,0,-7585.45,0,4,11309.1,11309.1
196.233,2.936,2.0358,55.7302,0,-7521.71,0,4,11309.1,11309.1
196.292,2.94683,2.06409,55.9056,0,-7375.78,0,4,11309.1,11309.1
196.35,2.9536,2.09176,56.0495,0,-7201.12,0,4,11309.1,11309.1
196.408,2.96037,2.11871,56.1822,0,-7032.49,0,4,11309.1,11309.1
196.467,2.96713,2.14497,56.3116,0,-6869.64,0,4,11309.1,11309.1
196.525,2.9688,2.17056,56.4377,0,-6669.75,0,4,11309.1,11309.1
196.583,2.96367,2.19535,56.5598,0,-6419.72,0,4,11309.1,11309.1
196.642,2.95853,2.21916,56.6771,0,-6177.87,0,4,11309.1,11309.1
196.7,2.9534,2.24203,56.7898,0,-5943.91,0,4,11309.1,11309.1
196.758,2.94713,2.26399,56.898,0,-5708.07,0,4,11309.1,11309.1
196.817,2.93407,2.28503,57.0017,0,-5423.02,0,4,11309.1,11309.1
196.875,2.921,2.305,57.1,0,-5147.05,0,4,11309.1,11309.1
196.933,2.90793,2.32391,57.1932,0,-4879.83,0,4,11309.1,11309.1
196.992,2.89487,2.34181,57.2814,0,-4621.06,0,4,11309.1,11309.1
197.05,2.8734,2.35874,57.3648,0,-4300.24,0,4,11309.1,11309.1
197.108,2.85053,2.37448,57.4423,0,-3977.73,0,4,11309.1,11309.1
197.167,2.82767,2.38901,57.5139,0,-3665.24,0,4,11309.1,11309.1
197.225,2.8048,2.40238,57.5798,0,-3362.42,0,4,11309.1,11309.1
197.283,2.77607,2.41464,57.6402,0,-3019.92,0,4,11309.1,11309.1
197.342,2.74293,2.42564,57.6944,0,-2651.19,0,4,11309.1,11309.1
197.4,2.7098,2.43528,57.7419,0,-2293.74,0,4,11309.1,11309.1
197.458,2.67667,2.44362,57.783,0,-1947.22,0,4,11309.1,11309.1
197.517,2.63987,2.4507,57.8179,0,-1580.62,0,4,11309.1,11309.1
197.575,2.5939,2.45644,57.8461,0,-1148.58,0,4,11309.1,11309.1
197.633,2.54793,2.46061,57.8667,0,-729.674,0,4,11309.1,11309.1
197.692,2.50197,2.46325,57.8797,0,-323.473,0,4,11309.1,11309.1
197.75,2.456,2.456,57.844,0,0,0,4,11309.1,11309.1
197.808,2.40747,2.456,57.844,0,-405.523,0,4,11309.1,11309.1
197.867,2.35893,2.45747,57.8512,0,-823.347,0,4,11309.1,11309.1
197.925,2.3104,2.46046,57.866,0,-1253.84,0,4,11309.1,11309.1
197.983,2.26187,2.46501,57.8884,0,-1697.37,0,4,11309.1,11309.1
198.042,2.20433,2.47117,57.9187,0,-2229.53,0,4,11309.1,11309.1
198.1,2.1432,2.47925,57.9585,0,-2807.86,0,4,11309.1,11309.1
198.158,2.08207,2.48942,58.0086,0,-3403.63,0,4,11309.1,11309.1
198.217,2.02093,2.50173,58.0693,0,-4017.33,0,4,11309.1,11309.1
198.275,1.9573,2.51625,58.1408,0,-4670.34,0,4,11309.1,11309.1
198.333,1.89033,2.53311,58.2239,0,-5370.73,0,4,11309.1,11309.1
198.392,1.82337,2.55246,58.3192,0,-6092,0,4,11309.1,11309.1
198.45,1.7564,2.57438,58.4272,0,-6834.67,0,4,11309.1,11309.1
198.508,1.68863,2.59892,58.5481,0,-7605.94,0,4,11309.1,11309.1
198.567,1.61607,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.625,1.5435,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.683,1.47093,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.742,1.39837,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.8,1.3244,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.858,1.2502,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.917,1.176,2.62617,58.6824,0,0,0,2,11309.1,11309.1
198.975,1.1018,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.033,1.03,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.092,0.96,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.15,0.89,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.208,0.82,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.267,0.7496,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.325,0.6782,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.383,0.6068,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.442,0.5354,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.5,0.464,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.558,0.3912,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.617,0.3184,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.675,0.2456,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.733,0.1728,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.792,0.1035,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.85,0.0356,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.908,-0.0323,2.62617,58.6824,0,0,0,2,11309.1,11309.1
199.967,-0.1002,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.025,-0.1655,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.083,-0.227333,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.142,-0.289167,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.2,-0.351,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.258,-0.4129,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.317,-0.4752,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.375,-0.5375,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.433,-0.5998,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.492,-0.6621,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.55,-0.7266,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.608,-0.791467,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.667,-0.856333,2.62617,58.6824,0,0,0,2,11309.1,11309.1
200.725,-0.9212,2.62617,58.6824,0,0,0,3,11309.1,11309.1
200.783,-0.981267,2.62617,58.6824,77.8555,3225.94,0,3,11313.6,11313.6
200.842,-1.03773,2.61462,58.6255,276.789,11333.9,0,3,11329.8,11329.8
200.9,-1.0942,2.57395,58.4251,494.126,20151,0,3,11358.6,11358.6
200.958,-1.15067,2.5013,58.0672,611.341,25035.7,0,3,11394.3,11394.3
201.017,-1.1836,2.41041,57.6194,602.651,25060.4,0,3,11429.4,11429.4
201.075,-1.1577,2.31871,57.1676,571.537,24549.3,0,3,11462.8,11462.8
201.133,-1.1318,2.22818,56.7216,540.959,24059.2,0,3,11494.3,11494.3
201.192,-1.1059,2.13876,56.281,510.911,23603.6,0,3,11524.1,11524.1
201.25,-1.08,2.05032,55.8203,481.363,23124.4,0,3,11552.2,11552.2
201.308,-1.19877,1.9629,55.2784,489.441,23260.6,0,3,11580.8,11580.8
201.367,-1.31753,1.87409,54.7279,497.161,23390.8,0,3,11609.8,11609.8
201.425,-1.4363,1.78388,54.1687,504.557,23506.9,0,3,11639.2,11639.2
201.483,-1.55507,1.69227,53.6008,511.606,23614.2,0,3,11669,11669
201.542,-1.61167,1.59925,53.0242,502.153,23470.3,0,3,11698.3,11698.3
201.6,-1.6434,1.50579,52.4449,486.224,23206.3,0,3,11726.7,11726.7
201.658,-1.67513,1.41235,51.8657,470.348,22943.1,0,3,11754.1,11754.1
201.717,-1.70687,1.31893,51.2866,454.574,22699.5,0,3,11780.7,11780.7
201.775,-1.7396,1.22546,50.7072,439.111,22459.5,0,3,11806.3,11806.3
201.833,-1.77367,1.13191,50.1273,424.02,22224.5,0,3,11831,11831
201.892,-1.80773,1.03825,49.534,409.014,21989.1,0,3,11854.9,11854.9
201.95,-1.8418,0.94444,48.9147,394.011,21747.6,0,3,11877.8,11877.8
