Time[Hrs],MTL-FX-EB_DS[mCD],MTL-FX-EB_US[mCD],MTL-FX-EB_Area[km2],MTL-FX-EB_power[MW],MTL-FX-EB_turbQ[m3/s],MTL-FX-EB_SlQ[m3/s],MTL-FX-EB_Mode[-],energy[MWh],value[Currency]
0,1.567,1.567,0,0,0,0,2,0,0
0.0583333,1.47647,1.567,52.8243,0,0,0,2,0,0
0.116667,1.38593,1.567,52.8243,0,0,0,2,0,0
0.175,1.2954,1.567,52.8243,0,0,0,2,0,0
0.233333,1.20487,1.567,52.8243,0,0,0,2,0,0
0.291667,1.11467,1.567,52.8243,0,0,0,2,0,0
0.35,1.0246,1.567,52.8243,0,0,0,2,0,0
0.408333,0.934533,1.567,52.8243,0,0,0,2,0,0
0.466667,0.844467,1.567,52.8243,0,0,0,2,0,0
0.525,0.7556,1.567,52.8243,0,0,0,2,0,0
0.583333,0.668333,1.567,52.8243,0,0,0,2,0,0
0.641667,0.581067,1.567,52.8243,0,0,0,2,0,0
0.7,0.4938,1.567,52.8243,0,0,0,2,0,0
0.758333,0.406333,1.567,52.8243,0,0,0,2,0,0
0.816667,0.317667,1.567,52.8243,0,0,0,2,0,0
0.875,0.229,1.567,52.8243,0,0,0,2,0,0
0.933333,0.140333,1.567,52.8243,0,0,0,2,0,0
0.991667,0.0516667,1.567,52.8243,0,0,0,2,0,0
1.05,-0.0346,1.567,52.8243,0,0,0,2,0,0
1.10833,-0.120467,1.567,52.8243,0,0,0,2,0,0
1.16667,-0.206333,1.567,52.8243,0,0,0,2,0,0
1.225,-0.2922,1.567,52.8243,0,0,0,2,0,0
1.28333,-0.380467,1.567,52.8243,0,0,0,2,0,0
1.34167,-0.470533,1.567,52.8243,0,0,0,2,0,0
1.4,-0.5606,1.567,52.8243,0,0,0,2,0,0
1.45833,-0.650667,1.567,52.8243,0,0,0,2,0,0
1.51667,-0.738933,1.567,52.8243,0,0,0,2,0,0
1.575,-0.8227,1.567,52.8243,0,0,0,2,0,0
1.63333,-0.906467,1.567,52.8243,0,0,0,2,0,0
1.69167,-0.990233,1.567,52.8243,0,0,0,2,0,0
1.75,-1.074,1.567,52.8243,0,0,0,2,0,0
1.80833,-1.1496,1.567,52.8243,0,0,0,2,0,0
1.86667,-1.2252,1.567,52.8243,0,0,0,2,0,0
1.925,-1.3008,1.567,52.8243,0,0,0,2,0,0
1.98333,-1.3764,1.567,52.8243,0,0,0,2,0,0
2.04167,-1.45233,1.567,52.8243,0,0,0,2,0,0
2.1,-1.5284,1.567,52.8243,0,0,0,2,0,0
2.15833,-1.60447,1.567,52.8243,0,0,0,2,0,0
2.21667,-1.68053,1.567,52.8243,0,0,0,2,0,0
2.275,-1.7543,1.567,52.8243,0,0,0,2,0,0
2.33333,-1.825,1.567,52.8243,0,0,0,2,0,0
2.39167,-1.8957,1.567,52.8243,0,0,0,2,0,0
2.45,-1.9664,1.567,52.8243,0,0,0,3,0,0
2.50833,-2.03673,1.567,52.8243,77.7288,3223.87,0,3,4.53418,4.53418
2.56667,-2.10487,1.55417,52.7448,277.588,11347,0,3,20.7268,20.7268
2.625,-2.173,1.50888,52.464,497.032,20198.4,0,3,49.7203,49.7203
2.68333,-2.24113,1.42764,51.9604,615.773,25107.9,0,3,85.6404,85.6404
2.74167,-2.30927,1.32554,51.3276,613.52,25237.7,0,3,121.429,121.429
2.8,-2.37,1.22163,50.6835,602.022,25050.1,0,3,156.547,156.547
2.85833,-2.4295,1.11717,50.036,590.111,24854.7,0,3,190.97,190.97
2.91667,-2.489,1.01215,49.3617,578.051,24656.9,0,3,224.69,224.69
2.975,-2.5485,0.906507,48.6643,565.903,24456.3,0,3,257.701,257.701
3.03333,-2.60293,0.800205,47.9625,552.249,24230.9,0,3,289.915,289.915
3.09167,-2.65357,0.693326,47.2569,537.538,24007.5,0,3,321.272,321.272
3.15,-2.7042,0.585834,46.5473,522.691,23782.9,0,3,351.762,351.762
3.20833,-2.75483,0.477708,45.8335,507.766,23555.7,0,3,381.382,381.382
3.26667,-2.80187,0.368928,45.1154,491.792,23300.2,0,3,410.07,410.07
3.325,-2.8399,0.259597,44.3936,473.42,22990.6,0,3,437.686,437.686
3.38333,-2.87793,0.149948,43.6697,455.106,22707.7,0,3,464.234,464.234
3.44167,-2.91597,0.0397493,42.876,436.741,22422.6,0,3,489.71,489.71
3.5,-2.954,-0.0713385,41.8992,418.243,22134,0,3,514.108,514.108
3.55833,-2.98713,-0.183597,40.9121,398.334,21821.4,0,3,537.344,537.344
3.61667,-3.02027,-0.296987,39.9151,378.304,21474,0,3,559.412,559.412
3.675,-3.0534,-0.411407,38.9091,358.15,21120.8,0,3,580.304,580.304
3.73333,-3.08653,-0.526907,37.8935,337.874,20762.8,0,3,600.013,600.013
3.79167,-3.11367,-0.64355,36.8679,316.015,20373.8,0,3,618.447,618.447
3.85,-3.1384,-0.761252,35.833,293.507,19960.8,0,3,635.568,635.568
3.90833,-3.16313,-0.879961,34.7892,270.964,19515.3,0,3,651.375,651.375
3.96667,-3.18787,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.025,-3.2054,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.08333,-3.21333,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.14167,-3.22127,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.2,-3.2292,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.25833,-3.236,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.31667,-3.236,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.375,-3.236,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.43333,-3.236,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.49167,-3.236,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.55,-3.2238,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.60833,-3.20957,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.66667,-3.19533,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.725,-3.1811,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.78333,-3.1554,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.84167,-3.1211,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.9,-3.0868,-0.999781,33.6173,0,0,0,2,651.375,651.375
4.95833,-3.0525,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.01667,-3.0156,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.075,-2.9722,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.13333,-2.9288,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.19167,-2.8854,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.25,-2.842,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.30833,-2.77737,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.36667,-2.71273,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.425,-2.6481,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.48333,-2.58347,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.54167,-2.50183,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.6,-2.4134,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.65833,-2.32497,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.71667,-2.23653,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.775,-2.1432,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.83333,-2.04333,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.89167,-1.94347,-0.999781,33.6173,0,0,0,2,651.375,651.375
5.95,-1.8436,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.00833,-1.7425,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.06667,-1.634,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.125,-1.5255,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.18333,-1.417,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.24167,-1.3085,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.3,-1.1914,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.35833,-1.07287,-0.999781,33.6173,0,0,0,2,651.375,651.375
6.41667,-0.954333,-0.954333,34.094,0,0,0,2,651.375,651.375
6.475,-0.8358,-0.954333,34.094,0,-3832.16,-0,1,651.375,651.375
6.53333,-0.712467,-0.930814,34.3407,0,-5201.13,-16074.1,1,651.375,651.375
6.59167,-0.585533,-0.802812,35.4676,0,-5188.38,-55901.7,1,651.375,651.375
6.65,-0.4586,-0.4586,38.4941,0,0,0,4,651.375,651.375
6.70833,-0.331667,-0.4586,38.4941,0,136.21,0,4,651.375,651.375
6.76667,-0.204533,-0.459343,38.4876,0,953.264,0,4,651.375,651.375
6.825,-0.0769,-0.464548,38.4418,0,2571.43,0,4,651.375,651.375
6.88333,0.0507333,-0.478617,38.3181,0,4374.69,0,4,651.375,651.375
6.94167,0.178367,-0.502659,38.1067,0,5690.35,0,4,651.375,651.375
7,0.306,-0.534132,37.83,0,7019.77,0,4,651.375,651.375
7.05833,0.4327,-0.573278,37.4858,0,0,0,2,651.375,651.375
7.11667,0.5594,-0.573278,37.4858,0,0,0,2,651.375,651.375
7.175,0.6861,-0.573278,37.4858,0,0,0,2,651.375,651.375
7.23333,0.8128,-0.573278,37.4858,0,-13104.4,-0,1,651.375,651.375
7.29167,0.939167,-0.500487,38.1258,0,-13355.2,-41274.5,1,651.375,651.375
7.35,1.0654,-0.209355,40.6857,0,-12567.1,-135404,1,651.375,651.375
7.40833,1.19163,0.507336,46.0291,0,-9207.58,-175905,1,651.375,651.375
7.46667,1.31787,1.30687,51.2119,0,-1167.22,-27781.3,1,651.375,651.375
7.525,1.4423,1.42474,51.9425,0,-1475.14,-35498.1,1,651.375,651.375
7.58333,1.56433,1.56433,52.8078,0,0,0,4,651.375,651.375
7.64167,1.68637,1.56433,52.8078,0,-130.952,0,4,651.375,651.375
7.7,1.8084,1.56485,52.811,0,-911.125,0,4,651.375,651.375
7.75833,1.92823,1.56848,52.8335,0,-2386.42,0,4,651.375,651.375
7.81667,2.03487,1.57796,52.8922,0,-3776.03,0,4,651.375,651.375
7.875,2.1415,1.59294,52.9851,0,-4583.56,0,4,651.375,651.375
7.93333,2.24813,1.61108,53.0976,0,-5322.91,0,4,651.375,651.375
7.99167,2.35477,1.63211,53.2279,0,-6038.21,0,4,651.375,651.375
8.05,2.4502,1.6559,53.3754,0,-6636.83,0,4,651.375,651.375
8.10833,2.54377,1.68197,53.537,0,-7200.78,0,4,651.375,651.375
8.16667,2.63733,1.71017,53.7118,0,-7746.96,0,4,651.375,651.375
8.225,2.7309,1.74041,53.8992,0,-8276.13,0,4,651.375,651.375
8.28333,2.8234,1.77259,54.0987,0,0,0,2,651.375,651.375
8.34167,2.9151,1.77259,54.0987,0,0,0,2,651.375,651.375
8.4,3.0068,1.77259,54.0987,0,0,0,2,651.375,651.375
8.45833,3.0985,1.77259,54.0987,0,0,0,2,651.375,651.375
8.51667,3.18633,1.77259,54.0987,0,0,0,2,651.375,651.375
8.575,3.2645,1.77259,54.0987,0,0,0,2,651.375,651.375
8.63333,3.34267,1.77259,54.0987,0,0,0,2,651.375,651.375
8.69167,3.42083,1.77259,54.0987,0,0,0,2,651.375,651.375
8.75,3.499,1.77259,54.0987,0,0,0,2,651.375,651.375
8.80833,3.5592,1.77259,54.0987,0,0,0,2,651.375,651.375
8.86667,3.6194,1.77259,54.0987,0,0,0,2,651.375,651.375
8.925,3.6796,1.77259,54.0987,0,0,0,2,651.375,651.375
8.98333,3.7398,1.77259,54.0987,0,0,0,2,651.375,651.375
9.04167,3.79533,1.77259,54.0987,0,0,0,2,651.375,651.375
9.1,3.849,1.77259,54.0987,0,0,0,2,651.375,651.375
9.15833,3.90267,1.77259,54.0987,0,0,0,2,651.375,651.375
9.21667,3.95633,1.77259,54.0987,0,0,0,2,651.375,651.375
9.275,4.0093,1.77259,54.0987,0,0,0,2,651.375,651.375
9.33333,4.06133,1.77259,54.0987,0,0,0,2,651.375,651.375
9.39167,4.11337,1.77259,54.0987,0,0,0,2,651.375,651.375
9.45,4.1654,1.77259,54.0987,0,0,0,2,651.375,651.375
9.50833,4.2156,1.77259,54.0987,0,0,0,2,651.375,651.375
9.56667,4.2548,1.77259,54.0987,0,0,0,2,651.375,651.375
9.625,4.294,1.77259,54.0987,0,0,0,2,651.375,651.375
9.68333,4.3332,1.77259,54.0987,0,0,0,2,651.375,651.375
9.74167,4.3724,1.77259,54.0987,0,0,0,2,651.375,651.375
9.8,4.394,1.77259,54.0987,0,0,0,2,651.375,651.375
9.85833,4.41267,1.77259,54.0987,0,0,0,2,651.375,651.375
9.91667,4.43133,1.77259,54.0987,0,0,0,2,651.375,651.375
9.975,4.45,1.77259,54.0987,0,0,0,2,651.375,651.375
10.0333,4.45853,1.77259,54.0987,0,0,0,2,651.375,651.375
10.0917,4.45947,1.77259,54.0987,0,0,0,2,651.375,651.375
10.15,4.4604,1.77259,54.0987,0,0,0,2,651.375,651.375
10.2083,4.46133,1.77259,54.0987,0,0,0,2,651.375,651.375
10.2667,4.45513,1.77259,54.0987,0,0,0,2,651.375,651.375
10.325,4.4311,1.77259,54.0987,0,0,0,2,651.375,651.375
10.3833,4.40707,1.77259,54.0987,0,0,0,2,651.375,651.375
10.4417,4.38303,1.77259,54.0987,0,0,0,2,651.375,651.375
10.5,4.359,1.77259,54.0987,0,0,0,2,651.375,651.375
10.5583,4.32843,1.77259,54.0987,0,0,0,2,651.375,651.375
10.6167,4.29787,1.77259,54.0987,0,0,0,2,651.375,651.375
10.675,4.2673,1.77259,54.0987,0,0,0,2,651.375,651.375
10.7333,4.23673,1.77259,54.0987,0,0,0,2,651.375,651.375
10.7917,4.1965,1.77259,54.0987,0,0,0,2,651.375,651.375
10.85,4.1524,1.77259,54.0987,0,0,0,2,651.375,651.375
10.9083,4.1083,1.77259,54.0987,0,0,0,2,651.375,651.375
10.9667,4.0642,1.77259,54.0987,0,0,0,2,651.375,651.375
11.025,4.0138,1.77259,54.0987,0,0,0,2,651.375,651.375
11.0833,3.955,1.77259,54.0987,0,0,0,2,651.375,651.375
11.1417,3.8962,1.77259,54.0987,0,0,0,2,651.375,651.375
11.2,3.8374,1.77259,54.0987,0,0,0,2,651.375,651.375
11.2583,3.77593,1.77259,54.0987,0,0,0,2,651.375,651.375
11.3167,3.69847,1.77259,54.0987,0,0,0,2,651.375,651.375
11.375,3.621,1.77259,54.0987,0,0,0,2,651.375,651.375
11.4333,3.54353,1.77259,54.0987,0,0,0,2,651.375,651.375
11.4917,3.46607,1.77259,54.0987,0,0,0,2,651.375,651.375
11.55,3.3822,1.77259,54.0987,0,0,0,2,651.375,651.375
11.6083,3.29727,1.77259,54.0987,0,0,0,2,651.375,651.375
11.6667,3.21233,1.77259,54.0987,0,0,0,2,651.375,651.375
11.725,3.1274,1.77259,54.0987,0,0,0,2,651.375,651.375
11.7833,3.0382,1.77259,54.0987,0,0,0,2,651.375,651.375
11.8417,2.9458,1.77259,54.0987,0,0,0,2,651.375,651.375
11.9,2.8534,1.77259,54.0987,0,0,0,2,651.375,651.375
11.9583,2.761,1.77259,54.0987,0,0,0,2,651.375,651.375
12.0167,2.66613,1.77259,54.0987,0,0,0,2,651.375,651.375
12.075,2.5651,1.77259,54.0987,0,0,0,2,651.375,651.375
12.1333,2.46407,1.77259,54.0987,0,0,0,2,651.375,651.375
12.1917,2.36303,1.77259,54.0987,0,0,0,2,651.375,651.375
12.25,2.262,1.77259,54.0987,0,0,0,2,651.375,651.375
12.3083,2.16727,1.77259,54.0987,0,0,0,2,651.375,651.375
12.3667,2.07253,1.77259,54.0987,0,0,0,2,651.375,651.375
12.425,1.9778,1.77259,54.0987,0,0,0,2,651.375,651.375
12.4833,1.88307,1.77259,54.0987,0,0,0,2,651.375,651.375
12.5417,1.78933,1.77259,54.0987,0,0,0,2,651.375,651.375
12.6,1.696,1.696,53.6239,0,0,0,2,651.375,651.375
12.6583,1.60267,1.696,53.6239,0,0,0,2,651.375,651.375
12.7167,1.50933,1.696,53.6239,0,0,0,2,651.375,651.375
12.775,1.4162,1.696,53.6239,0,0,0,2,651.375,651.375
12.8333,1.32333,1.696,53.6239,0,0,0,2,651.375,651.375
12.8917,1.23047,1.696,53.6239,0,0,0,2,651.375,651.375
12.95,1.1376,1.696,53.6239,0,0,0,2,651.375,651.375
13.0083,1.0454,1.696,53.6239,0,0,0,2,651.375,651.375
13.0667,0.9572,1.696,53.6239,0,0,0,2,651.375,651.375
13.125,0.869,1.696,53.6239,0,0,0,2,651.375,651.375
13.1833,0.7808,1.696,53.6239,0,0,0,2,651.375,651.375
13.2417,0.6926,1.696,53.6239,0,0,0,2,651.375,651.375
13.3,0.5996,1.696,53.6239,0,0,0,2,651.375,651.375
13.3583,0.5058,1.696,53.6239,0,0,0,2,651.375,651.375
13.4167,0.412,1.696,53.6239,0,0,0,2,651.375,651.375
13.475,0.3182,1.696,53.6239,0,0,0,2,651.375,651.375
13.5333,0.226267,1.696,53.6239,0,0,0,2,651.375,651.375
13.5917,0.135733,1.696,53.6239,0,0,0,2,651.375,651.375
13.65,0.0452,1.696,53.6239,0,0,0,2,651.375,651.375
13.7083,-0.0453333,1.696,53.6239,0,0,0,2,651.375,651.375
13.7667,-0.1362,1.696,53.6239,0,0,0,2,651.375,651.375
13.825,-0.2279,1.696,53.6239,0,0,0,2,651.375,651.375
13.8833,-0.3196,1.696,53.6239,0,0,0,2,651.375,651.375
13.9417,-0.4113,1.696,53.6239,0,0,0,2,651.375,651.375
14,-0.503,1.696,53.6239,0,0,0,2,651.375,651.375
14.0583,-0.5842,1.696,53.6239,0,0,0,2,651.375,651.375
14.1167,-0.6654,1.696,53.6239,0,0,0,2,651.375,651.375
14.175,-0.7466,1.696,53.6239,0,0,0,2,651.375,651.375
14.2333,-0.8278,1.696,53.6239,0,0,0,2,651.375,651.375
14.2917,-0.906167,1.696,53.6239,0,0,0,2,651.375,651.375
14.35,-0.9834,1.696,53.6239,0,0,0,2,651.375,651.375
14.4083,-1.06063,1.696,53.6239,0,0,0,2,651.375,651.375
14.4667,-1.13787,1.696,53.6239,0,0,0,2,651.375,651.375
14.525,-1.2127,1.696,53.6239,0,0,0,2,651.375,651.375
14.5833,-1.28433,1.696,53.6239,0,0,0,2,651.375,651.375
14.6417,-1.35597,1.696,53.6239,0,0,0,2,651.375,651.375
14.7,-1.4276,1.696,53.6239,0,0,0,2,651.375,651.375
14.7583,-1.4983,1.696,53.6239,0,0,0,2,651.375,651.375
14.8167,-1.5634,1.696,53.6239,0,0,0,2,651.375,651.375
14.875,-1.6285,1.696,53.6239,0,0,0,2,651.375,651.375
14.9333,-1.6936,1.696,53.6239,0,0,0,2,651.375,651.375
14.9917,-1.7587,1.696,53.6239,0,0,0,2,651.375,651.375
15.05,-1.8308,1.696,53.6239,0,0,0,3,651.375,651.375
15.1083,-1.90407,1.696,53.6239,77.6032,3221.83,0,3,655.902,655.902
15.1667,-1.97733,1.68337,53.5457,277.787,11350.2,0,3,672.106,672.106
15.225,-2.0506,1.63874,53.269,498.613,20224.2,0,3,701.191,701.191
15.2833,-2.11973,1.55864,52.7725,618.306,25149.2,0,3,737.259,737.259
15.3417,-2.18577,1.45797,52.1485,615.9,25276.5,0,3,773.187,773.187
15.4,-2.2518,1.35556,51.5137,606.201,25118.4,0,3,808.549,808.549
15.4583,-2.31783,1.25252,50.875,596.385,24957.6,0,3,843.338,843.338
15.5167,-2.38107,1.14885,50.2323,585.672,24781.9,0,3,877.502,877.502
15.575,-2.4373,1.04456,49.5757,572.972,24573,0,3,910.925,910.925
15.6333,-2.49353,0.939743,48.8837,560.182,24361.9,0,3,943.603,943.603
15.6917,-2.54977,0.834336,48.1878,547.267,24154.5,0,3,975.526,975.526
15.75,-2.606,0.728302,47.4878,534.246,23957.7,0,3,1006.69,1006.69
15.8083,-2.66247,0.621564,46.7832,521.133,23759.1,0,3,1037.09,1037.09
15.8667,-2.71893,0.5141,46.0737,507.894,23557.7,0,3,1066.72,1066.72
15.925,-2.7754,0.405887,45.3593,494.496,23345.8,0,3,1095.56,1095.56
15.9833,-2.83187,0.296939,44.6401,480.972,23117.8,0,3,1123.62,1123.62
16.0417,-2.86767,0.187298,43.9163,462.032,22814.7,0,3,1150.57,1150.57
16.1,-2.8952,0.0772923,43.1901,440.997,22488.9,0,3,1176.3,1176.3
16.1583,-2.92273,-0.0332777,42.2339,419.952,22160.8,0,3,1200.79,1200.79
16.2167,-2.95027,-0.144762,41.2536,398.829,21829.2,0,3,1224.06,1224.06
16.275,-2.968,-0.257231,40.2647,375.183,21419.6,0,3,1245.94,1245.94
16.3333,-2.97267,-0.370341,39.2701,348.34,20948.4,0,3,1266.26,1266.26
16.3917,-2.97733,-0.483806,38.2725,321.696,20475.6,0,3,1285.03,1285.03
16.45,-2.982,-0.597643,37.2715,295.239,19995,0,3,1302.25,1302.25
16.5083,-2.98827,-0.711839,36.2675,269.36,19483.3,0,3,1317.96,1317.96
16.5667,-3.00413,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.625,-3.02,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.6833,-3.03587,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.7417,-3.05173,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.8,-3.0628,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.8583,-3.07307,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.9167,-3.08333,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
16.975,-3.0936,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.0333,-3.0856,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.0917,-3.0639,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.15,-3.0422,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.2083,-3.0205,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.2667,-3.003,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.325,-2.996,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.3833,-2.989,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.4417,-2.982,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.5,-2.975,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.5583,-2.9498,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.6167,-2.9246,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.675,-2.8994,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.7333,-2.8742,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.7917,-2.836,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.85,-2.7926,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.9083,-2.7492,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
17.9667,-2.7058,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.025,-2.6507,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.0833,-2.58,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.1417,-2.5093,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.2,-2.4386,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.2583,-2.36457,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.3167,-2.27053,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.375,-2.1765,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.4333,-2.08247,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.4917,-1.98843,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.55,-1.8812,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.6083,-1.77177,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.6667,-1.66233,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.725,-1.5529,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.7833,-1.42867,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.8417,-1.29333,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.9,-1.158,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
18.9583,-1.02267,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
19.0167,-0.8866,-0.82624,35.2616,0,0,0,2,1317.96,1317.96
19.075,-0.7487,-0.7487,35.9433,0,0,0,2,1317.96,1317.96
19.1333,-0.6108,-0.7487,35.9433,0,-4133.38,-0,1,1317.96,1317.96
19.1917,-0.4729,-0.724622,36.1551,0,-5584.48,-17258.9,1,1317.96,1317.96
19.25,-0.335,-0.594014,37.3035,0,-5664.8,-61034.9,1,1317.96,1317.96
19.3083,-0.202467,-0.233818,40.4706,0,-1970.84,-37651.8,1,1317.96,1317.96
19.3667,-0.0699333,-0.0699333,41.9116,0,0,0,4,1317.96,1317.96
19.425,0.0626,-0.0699333,41.9116,0,142.219,0,4,1317.96,1317.96
19.4833,0.195133,-0.070646,41.9053,0,994.302,0,4,1317.96,1317.96
19.5417,0.327,-0.0756313,41.8615,0,2670.82,0,4,1317.96,1317.96
19.6,0.4586,-0.0890486,41.7435,0,4525.91,0,4,1317.96,1317.96
19.6583,0.5902,-0.111872,41.5428,0,5866.2,0,4,1317.96,1317.96
19.7167,0.7218,-0.14162,41.2812,0,7214.35,0,4,1317.96,1317.96
19.775,0.8463,-0.178464,40.9573,0,0,0,2,1317.96,1317.96
19.8333,0.961333,-0.178464,40.9573,0,0,0,2,1317.96,1317.96
19.8917,1.07637,-0.178464,40.9573,0,0,0,2,1317.96,1317.96
19.95,1.1914,-0.178464,40.9573,0,-13027.5,-0,1,1317.96,1317.96
20.0083,1.3073,-0.11214,41.5404,0,-13261.2,-40983.8,1,1317.96,1317.96
20.0667,1.4284,0.155125,43.7039,0,-12559.8,-135325,1,1317.96,1317.96
20.125,1.5495,0.831199,48.1671,0,-9433.57,-180223,1,1317.96,1317.96
20.1833,1.6706,1.6175,53.1373,0,-2564.92,-61048.3,1,1317.96,1317.96
20.2417,1.7917,1.7917,54.2171,0,0,0,4,1317.96,1317.96
20.3,1.9124,1.7917,54.2171,0,-129.521,0,4,1317.96,1317.96
20.3583,2.03303,1.7922,54.2203,0,-900.971,0,4,1317.96,1317.96
20.4167,2.15367,1.79569,54.2419,0,-2374.6,0,4,1317.96,1317.96
20.475,2.2743,1.80488,54.2988,0,-3879.42,0,4,1317.96,1317.96
20.5333,2.3704,1.81987,54.3918,0,-4599.99,0,4,1317.96,1317.96
20.5917,2.4481,1.83761,54.5017,0,-5100.97,0,4,1317.96,1317.96
20.65,2.5258,1.85724,54.6234,0,-5586.15,0,4,1317.96,1317.96
20.7083,2.6035,1.87869,54.7564,0,-6056.15,0,4,1317.96,1317.96
20.7667,2.68913,1.90189,54.9002,0,-6577.85,0,4,1317.96,1317.96
20.825,2.7946,1.92702,55.0559,0,-7249.15,0,4,1317.96,1317.96
20.8833,2.90007,1.95462,55.2271,0,-7899.7,0,4,1317.96,1317.96
20.9417,3.00553,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21,3.111,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.0583,3.1747,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.1167,3.2384,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.175,3.3021,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.2333,3.3658,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.2917,3.43,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.35,3.4944,1.98461,55.4129,0,0,0,2,1317.96,1317.96
21.4083,3.5588,1.98461,55.4129,0,0,0,2,1317.96,1317.96
